postcodeDistrict,catsPerHousehold,dogsPerHousehold,pre_1900,1900_1929,1930_1945,1945_1964,1965_1982,1983_1999,2000_present,unknown
BA7,1.185075622875,1.3590696381249998,0.2450521246010934,0.0733058969239133,0.056326135312484,0.0957996839449,0.1842598836378806,0.2111351392044369,0.1026262704739057,0.0314948659013857
BA8,0.693823469,0.795691341,0.2490716298993623,0.0724498609817502,0.0356463744456519,0.0661475934205191,0.1739445873689553,0.1656195619116304,0.1886551398429497,0.047177082321954944
BA9,1.010895744,1.159316492,0.2087571264989253,0.0571440186939144,0.0393830708297017,0.1227010767111092,0.1312416533292585,0.1852182688755912,0.2079180831578859,0.047177082321954944
BB1,0.284003984,0.32570174,0.3037912882828066,0.0936313575183212,0.0621778385251251,0.120527526735756,0.2026405748891906,0.1411103772745207,0.0597139547898878,0.0164070819843914
BB10,0.129254487,0.148231763,0.3598018702720877,0.1572647080373844,0.0632068692168253,0.1040468303294732,0.1969182887193091,0.0789835037697178,0.0329419528186624,0.0068359768365398
BB11,0.203059679,0.232873109,0.5556375604846329,0.0835349847332956,0.0765614312824873,0.0148896292004718,0.0946138922885082,0.114511589491505,0.0514084919475192,0.0088424205715798
BB12,0.2239076,0.256781943,0.4142817239689398,0.0797867083349391,0.038191026585476,0.0836317523895699,0.1627419346504703,0.1407632584771303,0.0571115036712206,0.0234920919222537
BB18,0.661197756,0.758275487,0.3204167125272535,0.23075088930371618,0.0137486513282406,0.1068524804032541,0.0940497900915707,0.0671402144172624,0.0646931309748793,0.0181932096854368
BB2,0.372126242,0.426762198,0.267050183045621,0.0742636451618751,0.0412572331936428,0.1368597589353108,0.1992786782455496,0.151667586306907,0.1051937544543657,0.0244291606567275
BB3,0.328592282,0.376836537,0.4543927654054366,0.06736614492726,0.0204215571786989,0.0827303111397111,0.141286589009977,0.090391701580503,0.1104120036958164,0.0329989270625966
BB4,0.236221909,0.270904252,0.3836575640641607,0.0789528919443577,0.0782913836732253,0.088750628844125,0.1702220784423795,0.1020174037620806,0.0731900179668084,0.0249180313028623
BB5,0.151253329,0.173460497,0.4503990499501622,0.1018093130839901,0.0400519757374869,0.088357069815895,0.112481050158806,0.1211095352797757,0.0653960499142953,0.0203959560595886
BB6,0.416254745,0.477369692,0.3225148054779422,0.1065531028468133,0.0416227813185716,0.1407960406077369,0.1143674292820339,0.1418507569877694,0.1089432133427077,0.0233518701364247
AB99,0.0,0.0,0.21549606863488824,0.08532893741272823,0.08219465330553856,0.11662965491251455,0.16529907536829913,0.14080215773340932,0.17647146574084918,0.017777986891772807
B99,0.0,0.0,0.0015105740181268,0.0,0.0,0.0,0.3868803880799652,0.120845921450151,0.0,0.0015105740181268
BB7,0.556802075,0.638552325,0.382395097474334,0.0819024754168521,0.0478902877310148,0.1173252287801452,0.0989578202451433,0.1550152662832763,0.0836324320590541,0.0328813920101798
BB8,0.622009836,0.713333957,0.4259724839837381,0.1789560626171376,0.0507216282906763,0.0856308102659241,0.0914528637999279,0.0707305437716835,0.0705458499107593,0.0259897573601528
BB9,0.449270006,0.515232288,0.4316314734960998,0.23075088930371618,0.0618586285036766,0.0444704599633981,0.0774538248576484,0.0816729134567447,0.0457816508024001,0.0147194086092873
BD1,0.110608772,0.126848465,0.236899771577518,0.0497195259848458,0.023950512057931,0.0252233991726668,0.0346037287674917,0.0669880182659576,0.2507798289969627,0.0332848999411028
