stationReference,stationName,latitude,longitude,easting,northing
E24756,Rainfall station,52.494069,1.157581,614450.5379111721,293149.061285356
E2476,Rainfall station,52.252632,-1.146653,458350.5446016768,261949.20827935703
E24763,Rainfall station,51.949875,-0.766824,484850.5111254293,228649.29280915475
E24767,Rainfall station,52.323479,1.278981,623550.5251150398,274549.0894360537
E24775,Rainfall station,52.40222,1.542157,641050.5814332715,284149.06295980304
E24790,Rainfall station,52.409069,1.30592,624950.5431541819,284149.0583720554
E24847,Rainfall station,51.889291,0.584473,577950.5761637129,224349.31990436392
E24854,Rainfall station,51.623807,0.826545,595750.5268160593,195449.37884841822
E24863,Rainfall station,51.857943,0.698866,585950.5627702367,221149.29509331723
E24865,Rainfall station,51.733867,0.736365,589050.526335775,207449.35027257513
E24874,Rainfall station,51.906849,1.087118,612450.5628069441,227649.2477127791
E24879,Rainfall station,51.616598,0.593505,579650.5619259806,194049.36199698152
E24884,Rainfall station,51.683977,0.715993,587850.5525557547,201849.4207360386
E24889,Rainfall station,52.35513,1.431153,633750.5473343893,278549.0972255016
E24894,Rainfall station,51.890899,1.212487,621150.5300770364,226249.2481081401
E24901,Rainfall station,51.793116,0.963307,604450.5581931276,214649.37308602527
E24908,Rainfall station,51.584133,0.637851,582850.5620639715,190549.43919805367
E24913,Rainfall station,51.815014,0.765948,590750.5362628822,216549.26064990548
E24920,Rainfall station,51.532357,0.738679,590050.5439474448,185049.44010370137
E2493,Rainfall station,52.814,0.01276,535750.57124742,325948.93611418176
E24930,Rainfall station,51.820817,1.005761,607250.5258165165,217849.25589070344
E24935,Rainfall station,51.702642,0.87633,598850.5804277982,204349.3658696517
E24940,Rainfall station,51.835947,0.597384,579050.5389905489,218449.281394476
E24947,Rainfall station,52.165978,0.556609,574950.5272001068,255049.1499353861
E24952,Rainfall station,51.743647,0.324082,560550.5148131446,207549.38426683476
E24957,Rainfall station,52.101218,0.906298,599150.5363691982,248749.1588544623
E25033,Rainfall station,53.449299,0.032134,535050.5755278933,396648.68528875423
E25041,Rainfall station,52.786909,-0.264322,517150.5382230143,322448.94684058515
E25051,Rainfall station,53.235003,0.102885,540450.5511693129,372948.7624956535
E2510,Rainfall station,52.535424,-0.981957,469150.5154965281,293549.06908628653
E25173,Rainfall station,52.703292,0.697456,582350.5400411035,315148.94419419114
E2527,Rainfall station,52.191056,-1.087854,462450.5264102293,255149.19151838528
E2544,Rainfall station,52.495753,-0.470258,503950.5508662358,289749.09276889265
E2578,Rainfall station,52.890974,-0.512865,500150.5562744777,333648.85815812915
E26212,Rainfall station,51.93437,-0.252319,520250.5679222144,227649.27548800313
E270,Rainfall station,51.321154,0.447621,570650.5129595002,160849.53024604815
E27594,Rainfall station,52.735167,-0.4219,506650.51198573207,316448.9684675184
E27601,Rainfall station,51.530977,0.519422,574850.545042725,184349.3941680938
E27621,Rainfall station,51.542522,0.567655,578150.5444504764,185749.4364918689
E2859,Rainfall station,52.890503,-0.622875,492750.57251589664,333448.9360007131
E3220,Rainfall station,51.350566,0.74362,591150.5587278802,164849.4654216268
E3240,Rainfall station,51.389586,0.842268,597850.5216209416,169449.51784047447
E3281,Rainfall station,51.324099,0.908555,602750.5525076287,162349.47684609127
E3474,Rainfall station,51.322006,1.228535,625050.5408357137,163049.55278146063
E37051,Rainfall station,51.732496,0.516133,573850.5136865844,206749.36192636497
E37081,Rainfall station,52.84066,1.075753,607250.5498255811,331448.8828022109
E37151,Rainfall station,51.904776,0.848521,596050.5661537343,226749.28605375174
E37241,Rainfall station,51.94816,0.481622,570650.5359198729,230649.23423299837
E37271,Rainfall station,52.049494,0.452229,568250.5201125069,241849.21502953157
E37291,Rainfall station,52.013331,0.746104,588550.5292414458,238549.18449567893
E4080,Rainfall station,51.258867,1.033447,611750.5552823804,155449.54637890166
E4090,Rainfall station,51.297928,1.053239,612950.5217335285,159849.5236887454
E41311,Rainfall station,51.520749,0.616886,581650.5579413862,183449.4759932668
E42135,Rainfall station,53.232468,-0.366215,509150.52500757866,371848.7945221916
E42297,Rainfall station,52.061887,0.546282,574650.5609015732,243449.23923824076
E42961,Rainfall station,52.945882,0.745281,584550.5507428678,342248.8825297411
E42971,Rainfall station,52.181011,0.952464,601950.5320705576,257749.17454439343
E42981,Rainfall station,52.554012,1.032047,605650.554631189,299449.0718293222
E42991,Rainfall station,52.558433,1.367321,628350.5523159899,300949.0571010577
E43545,Rainfall station,53.2518,-0.151126,523450.5214217909,374348.7114580047
E44081,Rainfall station,52.060314,0.493671,571050.5199973412,243149.16753670876
E44091,Rainfall station,51.964319,0.607714,579250.5801690969,232749.26707956477
E44101,Rainfall station,51.793436,0.648601,582750.5438782019,213849.3530517496
E44111,Rainfall station,51.874052,0.368575,563150.526905121,222149.2526613141
E44121,Rainfall station,51.931385,0.712001,586550.5710304528,229349.24736579604
E4500,Rainfall station,51.154584,0.889296,602150.5802445462,143449.5727945075
E4510,Rainfall station,51.105558,0.979102,608650.5296437267,138249.61747879264
E4520,Rainfall station,51.225958,0.726173,590450.5445595428,150949.58493265355
E4530,Rainfall station,51.156945,1.009589,610550.5401486367,144049.5371639894
E4540,Rainfall station,51.202987,0.784947,594650.5615837838,148549.55272993454
E45811,Rainfall station,53.497914,-0.196218,519750.53235246555,401648.66407805635
E45871,Rainfall station,53.676809,-0.524692,497550.5155805232,421048.66105050634
E45881,Rainfall station,53.219937,-0.507486,499750.57650462614,370248.7767612718
E46061,Rainfall station,53.546796,-0.159424,522050.52007188025,407148.6047954232
E46161,Rainfall station,51.511603,0.583211,579350.5293949441,182349.48742497864
E46331,Rainfall station,53.248384,0.004612,533850.5458341399,374248.75828358904
E46341,Rainfall station,52.538018,-0.337559,512850.55126486643,294649.0606662197
E46361,Rainfall station,52.939919,-0.043906,531550.5333166188,339848.9032313932
E46612,Rainfall station,53.346199,0.015208,534250.5643024945,385148.69674586965
E4753,Rainfall station,51.160348,1.119955,618250.5373679921,144749.60837136165
E4850,Rainfall station,51.359322,1.403568,637050.5760091809,167749.4522783372
E48676,Rainfall station,52.307124,1.153055,615050.5200910111,272349.07623329555
E5170,Rainfall station,51.117863,1.194265,623650.5529333841,140249.584748056
E5451,Rainfall station,51.007531,0.978517,609050.5817569587,127349.64510086582
E5640,Rainfall station,51.05909,0.821971,597850.5195119272,132649.62942537607
E5660,Rainfall station,51.083056,0.871982,601250.5316975367,135449.6673719676
E5670,Rainfall station,50.943595,0.945951,607050.5299203717,120149.6235310144
E5720,Rainfall station,53.306737,-0.547985,496850.5727793167,379848.7471391963
E5721,Rainfall station,53.175194,-0.524002,498750.56145840744,365248.75794338644
E5722,Rainfall station,53.031102,-0.503575,500450.57398395403,349248.8256053852
E5723,Rainfall station,53.093909,-0.172837,522450.5406607319,356748.87554335035
E5724,Rainfall station,53.088074,0.270439,552150.5224427906,356948.7713527823
E5726,Rainfall station,52.611622,-0.461792,504250.5591411496,302648.9703122589
E5727,Rainfall station,52.872934,0.138821,544050.5603204138,332748.91550559626
E5728,Rainfall station,52.651369,0.565622,573650.5435473606,309049.0305564408
E5729,Rainfall station,52.949162,1.122162,609850.5700757673,343648.92243900703
E5731,Rainfall station,52.226854,-0.464875,504950.56121432147,259849.1272733883
E5732,Rainfall station,52.124227,0.957474,602550.5396570814,251449.1841493402
E5733,Rainfall station,51.895742,0.451114,568750.5172794302,224749.2365487626
E5734,Rainfall station,51.554554,0.826576,596050.5399193971,187749.39300842932
E6270,Rainfall station,51.032353,0.577858,580850.5213939834,129049.60188221348
E6280,Rainfall station,50.931554,0.580819,581450.5474415978,117849.69850071346
E6760,Rainfall station,51.028745,0.275298,559650.513897002,127949.5990181935
E6770,Rainfall station,50.965787,0.453104,572350.5545349125,121349.6861959521
E6780,Rainfall station,50.885427,0.672112,588050.5157979423,112949.69044927378
E7040,Rainfall station,53.371241,-0.684077,487650.5350073842,386848.73755341483
E7045,Rainfall station,52.185547,-0.867095,477550.5679383019,254749.19493169035
E7055,Rainfall station,52.327013,-1.00142,468150.56417181506,270349.07797622256
E7065,Rainfall station,52.56456,-0.5077,501250.5704283061,297349.0684940244
E7070,Rainfall station,52.207563,-0.73336,486650.54634119984,257349.11605137188
E7075,Rainfall station,52.490034,-0.666347,490650.57011163165,288849.0973577371
E7095,Rainfall station,53.326702,-0.11185,525850.5153755398,382748.7890960634
E7105,Rainfall station,53.359329,-0.017234,532050.5763066079,386548.7220645017
E7130,Rainfall station,53.534467,-0.499466,499550.56496572524,405248.6657006288
E7135,Rainfall station,53.572235,-0.236854,516850.57649005356,409848.65635518264
E7155,Rainfall station,52.645246,-0.420704,506950.55144751986,306449.0030433408
E7160,Rainfall station,52.649303,-0.762024,483850.5431036618,306448.9785455492
E7165,Rainfall station,52.766451,-0.623828,492950.547918906,319649.0081133141
E7170,Rainfall station,53.077492,-0.622888,492350.5228984937,354248.8162287624
E7180,Rainfall station,50.903167,0.47968,574450.5245095115,114449.73895264942
E7190,Rainfall station,50.811276,0.219288,556450.5694472211,103649.7520975814
E7200,Rainfall station,52.555577,-0.828089,479550.5707943303,295948.9861431638
E7260,Rainfall station,50.8635,0.56711,580750.5734260642,110249.6819407446
E7270,Rainfall station,50.890762,0.554388,579750.5216290118,113249.68317894082
E7295,Rainfall station,50.814838,0.358583,566250.5150548765,104349.74858570496
E7420,Rainfall station,50.788104,0.060701,545350.5694764567,100749.76635809956
E7780,Rainfall station,50.80213,0.081187,546750.5461747579,102349.74413887702
E802,Rainfall station,51.194952,0.237676,556450.5574063413,146349.567220079
E8020,Rainfall station,50.91155,0.289494,561050.54245488,114949.74165333188
E8030,Rainfall station,50.99015,0.128061,549450.5492664194,123349.62974653767
E8040,Rainfall station,50.930862,0.267671,559450.526119252,117049.62858399114
E8290,Rainfall station,51.434974,-0.353451,514550.5639893948,171949.52066160511
E8480,Rainfall station,50.991504,0.152348,551150.5270586624,123549.66812959786
E8500,Rainfall station,51.066083,-0.159624,529050.5575518737,131249.6247644426
E8510,Rainfall station,50.90639,-0.072052,535650.5653665798,113649.74190235072
E8520,Rainfall station,51.039914,-0.097897,533450.5512137604,128449.65028547533
E8530,Rainfall station,50.913393,0.044891,543850.566637026,114649.69210400284
E871,Rainfall station,51.274484,0.217164,554750.538911978,155149.58584435488
E8743,Rainfall station,50.853435,-0.133909,531450.529645236,107649.75358452869
E8770,Rainfall station,50.893868,0.081008,546450.5496848662,112549.67469329467
E901,Rainfall station,51.15203,0.176969,552350.5166994318,141449.54953402106
E911,Rainfall station,51.372501,0.217586,554450.526025119,166049.48061172615
E9340,Rainfall station,50.986805,-0.268198,521650.52176018234,122249.65406876898
E9350,Rainfall station,50.999283,-0.143741,530350.5299917816,123849.69439713446
E9360,Rainfall station,50.929113,-0.384184,513650.5296094819,115649.6655576806
E9660,Rainfall station,50.929364,-0.469557,507650.52481447696,115549.68195923079
E9720,Rainfall station,50.860296,-0.483186,506850.5552766308,107849.74626852307
EdgeH1,Rainfall station,53.560463,-2.873303,342250.5209896521,407448.68130555435
Mitch1,Rainfall station,53.742978,-2.323663,378750.54998961114,427448.62074432406
VCHURCH-T_TG_341,Rainfall station,52.023749,-2.92175,336850.5304727344,236549.28875699022
