dateTime,stationReference,parameter,qualifier,unitName,value,latitude,longitude,easting,northing
2023-10-20 23:45:00+00:00,605936,rainfall,Tipping Bucket Raingauge,mm,0.0,54.716254,-2.87779,343550.54442205693,536048.2596717465
2023-10-20 23:45:00+00:00,0925SE,rainfall,Tipping Bucket Raingauge,mm,0.0,51.207877,1.383789,636450.5846841321,150849.50646441808
2023-10-20 23:45:00+00:00,4202,level,Stage,mASD,2.329,52.675277,-0.888192,475270.5647556281,309199.02753916814
2023-10-20 23:45:00+00:00,588886,rainfall,Tipping Bucket Raingauge,mm,0.0,54.136092,-3.238939,319150.5474427846,471848.4339071197
2023-10-20 23:45:00+00:00,5470TH,level,Stage,mASD,0.599,51.640481,0.081584,544137.5151515785,195571.40665495832
2023-10-20 23:45:00+00:00,263541TP,rainfall,Tipping Bucket Raingauge,mm,0.0,51.741752,-1.120101,460850.5220598054,205149.31827761664
2023-10-20 23:45:00+00:00,256345TP,rainfall,Tipping Bucket Raingauge,mm,0.0,52.168732,-1.235988,452350.5138830488,252549.16512295644
2023-10-20 23:45:00+00:00,E14440,rainfall,Tipping Bucket Raingauge,mm,0.1,50.744376,-1.57404,430150.56984781584,93949.75054869227
2023-10-20 23:45:00+00:00,031555,rainfall,Tipping Bucket Raingauge,mm,0.2,54.469846,-1.099639,458450.5145809165,508648.3594205792
2023-10-20 23:45:00+00:00,1635TH,level,Stage,mASD,1.555,51.753242,-1.290099,449100.51861789793,206299.39514530828
2023-10-20 23:45:00+00:00,E6621,level,Stage,mASD,1.371,51.01189,0.398508,568350.5382656738,126349.60176184672
2023-10-20 23:45:00+00:00,055816_TG_319,level,Stage,mASD,2.995,52.026391,-2.629867,356880.54030959005,236629.29818184208
2023-10-20 23:45:00+00:00,2170,level,Stage,mASD,1.964,52.754258,-2.534083,364050.5694934475,317538.9721142728
2023-10-20 23:45:00+00:00,4369TH,level,Stage,mASD,0.122,51.435695,-0.027404,537210.5643431947,172589.4349292287
2023-10-20 23:45:00+00:00,E11191,rainfall,Tipping Bucket Raingauge,mm,0.0,50.923464,-0.81265,483550.5326366888,114449.6483833708
2023-10-20 23:45:00+00:00,4878,level,Stage,mASD,2.12,52.515925,-1.880351,408216.526666741,290900.0717545612
2023-10-20 23:45:00+00:00,E911,rainfall,Tipping Bucket Raingauge,mm,0.0,51.372501,0.217586,554450.526025119,166049.48061172615
2023-10-20 23:45:00+00:00,2662,level,Stage,mASD,0.239,51.840929,-2.202237,386163.5685954146,215833.2840019189
2023-10-20 23:45:00+00:00,E14741,level,Stage,mASD,0.261,50.61912,-1.353938,445801.52379881,80133.78169744999
2023-10-20 23:45:00+00:00,2012,level,Stage,mASD,2.577,52.706629,-2.60558,359180.5176050615,312279.0246027303
2023-10-20 23:45:00+00:00,E7420,rainfall,Tipping Bucket Raingauge,mm,0.0,50.788104,0.060701,545350.5694764567,100749.76635809956
2023-10-20 23:45:00+00:00,038476,rainfall,Tipping Bucket Raingauge,mm,0.0,54.107252,-0.128568,522450.5598463731,469548.4627558789
2023-10-20 23:45:00+00:00,4045TH,level,Stage,mASD,1.039,51.374843,-0.208335,524800.5326353172,165499.45118956108
2023-10-20 23:45:00+00:00,4378TH,level,Stage,mASD,0.481,51.383249,0.072664,544330.5194525754,166949.5330083459
2023-10-20 23:45:00+00:00,E74339,level,Tidal Level,mAOD,1.126,58.20781,-6.3889700000000005,142280.25611817348,932736.0820509064
2023-10-20 23:45:00+00:00,E21136,level,Stage,mASD,0.137,52.323618,-0.101287,529500.5138466223,271199.1021372561
2023-10-20 23:45:00+00:00,4085,level,Stage,mASD,2.847,52.92726,-1.475443,435360.5100708392,336778.86183721764
2023-10-20 23:45:00+00:00,017651,rainfall,Tipping Bucket Raingauge,mm,0.0,55.000299,-1.68497,420250.5259103207,567348.1972116365
2023-10-20 23:45:00+00:00,570231,rainfall,Tipping Bucket Raingauge,mm,0.2,53.596101,-2.789423,347850.53983931505,411348.6276274294
2023-10-20 23:45:00+00:00,E70339,level,Tidal Level,mAOD,1.459,58.45661,-5.05008,222145.2661805004,956076.3661521184
2023-10-20 23:45:00+00:00,2453TH,level,Stage,mASD,0.653,51.237321,-0.859739,479700.5683270839,149299.60864121458
2023-10-20 23:45:00+00:00,026958,rainfall,Tipping Bucket Raingauge,mm,0.2,54.683225,-2.252002,383850.5567314313,532048.3014355131
2023-10-20 23:45:00+00:00,E2040,rainfall,Tipping Bucket Raingauge,mm,0.0,51.138337,0.459382,572150.5516763447,140549.62331141008
2023-10-20 23:45:00+00:00,E1742,level,Stage,mASD,0.809,53.546656,-0.159656,522035.5521757498,407132.6342024861
2023-10-20 23:45:00+00:00,0144TH,level,Stage,mASD,1.445,51.650724,-1.973061,401960.52159829927,194659.38991725
2023-10-20 23:45:00+00:00,2625,level,Stage,mASD,4.303,52.36409,-2.706474,351990.5379625615,274239.1338942161
2023-10-20 23:45:00+00:00,2881TH,level,Stage,mASD,0.667,51.549497,-0.482704,505302.5592117092,184491.3990504041
2023-10-20 23:45:00+00:00,288092TP,rainfall,Tipping Bucket Raingauge,mm,0.0,51.4214,-0.109429,531550.5448569715,170849.48969460017
2023-10-20 23:45:00+00:00,559586,rainfall,Tipping Bucket Raingauge,mm,0.2,53.534889,-2.012778,399250.5725633952,404248.6338601547
2023-10-20 23:45:00+00:00,2227,level,Stage,mASD,2.297,52.309779,-2.59384,359610.5474791526,268129.116263863
