easting,northing,predicted_risk,predicted_authority
281907,93216,3,Mid Devon
286907,93216,2,Mid Devon
291907,93216,1,Mid Devon
296907,93216,2,East Devon
301907,93216,2,East Devon
306907,93216,2,East Devon
311907,93216,1,East Devon
316907,93216,2,East Devon
321907,93216,3,East Devon
326907,93216,2,East Devon
331907,93216,1,East Devon
336907,93216,1,East Devon
341907,93216,2,East Devon
346907,93216,2,Dorset
351907,93216,1,Dorset
356907,93216,1,Dorset
361907,93216,1,Dorset
366907,93216,3,Dorset
371907,93216,3,Dorset
376907,93216,3,Dorset
381907,93216,1,Dorset
386907,93216,1,Dorset
391907,93216,2,Dorset
396907,93216,2,Dorset
401907,93216,2,"Bournemouth, Christchurch and Poole"
406907,93216,1,"Bournemouth, Christchurch and Poole"
411907,93216,5,"Bournemouth, Christchurch and Poole"
416907,93216,2,"Bournemouth, Christchurch and Poole"
421907,93216,1,"Bournemouth, Christchurch and Poole"
426907,93216,1,New Forest
431907,93216,2,New Forest
436907,93216,2,New Forest
441907,93216,2,Isle of Wight
446907,93216,1,Isle of Wight
451907,93216,1,Isle of Wight
456907,93216,1,Isle of Wight
461907,93216,3,Isle of Wight
466907,93216,1,Isle of Wight
471907,93216,4,Havant
476907,93216,1,Chichester
481907,93216,3,Chichester
486907,93216,4,Chichester
491907,93216,3,Chichester
496907,93216,3,Arun
501907,93216,4,Arun
506907,93216,3,Arun
511907,93216,3,Arun
516907,93216,4,Worthing
521907,93216,3,Worthing
526907,93216,2,Brighton and Hove
531907,93216,1,Lewes
536907,93216,1,Lewes
541907,93216,1,Lewes
546907,93216,5,Lewes
551907,93216,1,Wealden
556907,93216,1,Eastbourne
561907,93216,2,Eastbourne
566907,93216,1,Eastbourne
571907,93216,5,Eastbourne
576907,93216,3,Rother
581907,93216,2,Rother
586907,93216,2,Hastings
591907,93216,1,Rother
596907,93216,1,Rother
601907,93216,1,Rother
606907,93216,2,Folkestone and Hythe
611907,93216,2,Folkestone and Hythe
616907,93216,2,Folkestone and Hythe
621907,93216,2,Folkestone and Hythe
626907,93216,2,Folkestone and Hythe
631907,93216,2,Folkestone and Hythe
636907,93216,2,Folkestone and Hythe
641907,93216,2,Folkestone and Hythe
86907,98216,1,Cornwall
91907,98216,1,Cornwall
96907,98216,1,Cornwall
101907,98216,1,Cornwall
106907,98216,1,Cornwall
111907,98216,1,Cornwall
116907,98216,1,Cornwall
121907,98216,1,Cornwall
126907,98216,1,Cornwall
131907,98216,2,Cornwall
136907,98216,2,Cornwall
141907,98216,2,Cornwall
146907,98216,2,Cornwall
151907,98216,2,Cornwall
156907,98216,2,Cornwall
161907,98216,2,Cornwall
166907,98216,2,Cornwall
171907,98216,2,Cornwall
176907,98216,2,Cornwall
181907,98216,2,Cornwall
186907,98216,2,Cornwall
191907,98216,1,Cornwall
196907,98216,1,Cornwall
201907,98216,2,Cornwall
206907,98216,4,Cornwall
211907,98216,1,Cornwall
216907,98216,1,Cornwall
221907,98216,3,Cornwall
226907,98216,1,Cornwall
231907,98216,1,Torridge
236907,98216,2,Torridge
241907,98216,1,Torridge
246907,98216,1,West Devon
251907,98216,1,West Devon
256907,98216,2,West Devon
261907,98216,2,West Devon
266907,98216,2,West Devon
271907,98216,1,West Devon
276907,98216,2,Mid Devon
281907,98216,4,Mid Devon
286907,98216,1,Mid Devon
291907,98216,2,Mid Devon
296907,98216,2,East Devon
301907,98216,2,East Devon
306907,98216,2,East Devon
311907,98216,2,East Devon
316907,98216,1,East Devon
321907,98216,2,East Devon
326907,98216,2,East Devon
331907,98216,1,East Devon
336907,98216,2,East Devon
341907,98216,2,Dorset
346907,98216,2,Dorset
351907,98216,1,Dorset
356907,98216,1,Dorset
361907,98216,1,Dorset
366907,98216,1,Dorset
371907,98216,3,Dorset
376907,98216,3,Dorset
381907,98216,2,Dorset
386907,98216,3,Dorset
391907,98216,1,Dorset
396907,98216,2,Dorset
401907,98216,1,"Bournemouth, Christchurch and Poole"
406907,98216,1,Dorset
411907,98216,1,"Bournemouth, Christchurch and Poole"
416907,98216,3,New Forest
421907,98216,1,New Forest
426907,98216,1,New Forest
431907,98216,3,New Forest
436907,98216,1,New Forest
441907,98216,3,New Forest
446907,98216,1,New Forest
451907,98216,2,Isle of Wight
456907,98216,1,Gosport
461907,98216,1,Gosport
466907,98216,2,Havant
471907,98216,1,Havant
476907,98216,2,Chichester
481907,98216,2,Chichester
486907,98216,4,Chichester
491907,98216,1,Arun
496907,98216,1,Arun
501907,98216,4,Arun
506907,98216,2,Arun
511907,98216,4,Worthing
516907,98216,3,Worthing
521907,98216,5,Adur
526907,98216,2,Brighton and Hove
531907,98216,2,Brighton and Hove
536907,98216,1,Lewes
541907,98216,1,Lewes
546907,98216,4,Lewes
551907,98216,1,Wealden
556907,98216,2,Wealden
561907,98216,1,Eastbourne
566907,98216,5,Eastbourne
571907,98216,5,Rother
576907,98216,2,Rother
581907,98216,2,Hastings
586907,98216,1,Hastings
591907,98216,1,Rother
596907,98216,1,Rother
601907,98216,2,Rother
606907,98216,2,Folkestone and Hythe
611907,98216,2,Folkestone and Hythe
616907,98216,2,Folkestone and Hythe
621907,98216,2,Folkestone and Hythe
626907,98216,2,Folkestone and Hythe
631907,98216,2,Folkestone and Hythe
636907,98216,2,Folkestone and Hythe
641907,98216,2,Folkestone and Hythe
86907,103216,1,Cornwall
91907,103216,1,Cornwall
96907,103216,1,Cornwall
101907,103216,1,Cornwall
106907,103216,1,Cornwall
111907,103216,1,Cornwall
116907,103216,1,Cornwall
121907,103216,1,Cornwall
126907,103216,2,Cornwall
131907,103216,2,Cornwall
136907,103216,2,Cornwall
141907,103216,2,Cornwall
146907,103216,2,Cornwall
151907,103216,2,Cornwall
156907,103216,2,Cornwall
161907,103216,2,Cornwall
166907,103216,2,Cornwall
171907,103216,2,Cornwall
176907,103216,2,Cornwall
181907,103216,2,Cornwall
186907,103216,1,Cornwall
191907,103216,1,Cornwall
196907,103216,1,Cornwall
201907,103216,3,Cornwall
206907,103216,1,Cornwall
211907,103216,2,Cornwall
216907,103216,2,Cornwall
221907,103216,1,Cornwall
226907,103216,1,Torridge
231907,103216,1,Torridge
236907,103216,2,Torridge
241907,103216,1,Torridge
246907,103216,1,Torridge
251907,103216,2,West Devon
256907,103216,1,West Devon
261907,103216,1,West Devon
266907,103216,2,West Devon
271907,103216,2,Mid Devon
276907,103216,2,Mid Devon
281907,103216,2,Mid Devon
286907,103216,1,Mid Devon
291907,103216,2,Mid Devon
296907,103216,1,Mid Devon
301907,103216,2,Mid Devon
306907,103216,1,East Devon
311907,103216,2,East Devon
316907,103216,1,East Devon
321907,103216,2,East Devon
326907,103216,2,East Devon
331907,103216,1,East Devon
336907,103216,1,Dorset
341907,103216,2,Dorset
346907,103216,1,South Somerset
351907,103216,1,Dorset
356907,103216,1,Dorset
361907,103216,1,Dorset
366907,103216,1,Dorset
371907,103216,1,Dorset
376907,103216,1,Dorset
381907,103216,1,Dorset
386907,103216,1,Dorset
391907,103216,2,Dorset
396907,103216,1,Dorset
401907,103216,1,Dorset
406907,103216,2,Dorset
411907,103216,1,Dorset
416907,103216,2,New Forest
421907,103216,1,New Forest
426907,103216,1,New Forest
431907,103216,3,New Forest
436907,103216,1,New Forest
441907,103216,1,New Forest
446907,103216,1,New Forest
451907,103216,2,Fareham
456907,103216,1,Fareham
461907,103216,2,Fareham
466907,103216,3,Havant
471907,103216,3,Havant
476907,103216,4,Chichester
481907,103216,2,Chichester
486907,103216,1,Chichester
491907,103216,2,Chichester
496907,103216,1,Arun
501907,103216,1,Arun
506907,103216,1,Arun
511907,103216,1,Worthing
516907,103216,1,Worthing
521907,103216,5,Adur
526907,103216,2,Brighton and Hove
531907,103216,2,Brighton and Hove
536907,103216,1,Lewes
541907,103216,1,Lewes
546907,103216,2,Lewes
551907,103216,2,Wealden
556907,103216,2,Wealden
561907,103216,2,Eastbourne
566907,103216,5,Wealden
571907,103216,2,Rother
576907,103216,1,Rother
581907,103216,1,Hastings
586907,103216,1,Hastings
591907,103216,1,Rother
596907,103216,2,Rother
601907,103216,3,Folkestone and Hythe
606907,103216,2,Folkestone and Hythe
611907,103216,2,Folkestone and Hythe
616907,103216,2,Folkestone and Hythe
621907,103216,2,Folkestone and Hythe
626907,103216,2,Folkestone and Hythe
631907,103216,2,Folkestone and Hythe
636907,103216,2,Folkestone and Hythe
641907,103216,2,Folkestone and Hythe
86907,108216,1,Cornwall
91907,108216,1,Cornwall
96907,108216,1,Cornwall
101907,108216,1,Cornwall
106907,108216,1,Cornwall
111907,108216,1,Cornwall
116907,108216,1,Cornwall
121907,108216,2,Cornwall
126907,108216,2,Cornwall
131907,108216,2,Cornwall
136907,108216,2,Cornwall
141907,108216,2,Cornwall
146907,108216,2,Cornwall
151907,108216,2,Cornwall
156907,108216,2,Cornwall
161907,108216,2,Cornwall
166907,108216,2,Cornwall
171907,108216,2,Cornwall
176907,108216,2,Cornwall
181907,108216,1,Cornwall
186907,108216,1,Cornwall
191907,108216,1,Cornwall
196907,108216,3,Cornwall
201907,108216,1,Cornwall
206907,108216,2,Cornwall
211907,108216,2,Cornwall
216907,108216,2,Cornwall
221907,108216,1,Cornwall
226907,108216,2,Cornwall
231907,108216,1,Torridge
236907,108216,1,Torridge
241907,108216,2,Torridge
246907,108216,2,Torridge
251907,108216,1,Torridge
256907,108216,2,Torridge
261907,108216,2,West Devon
266907,108216,3,Mid Devon
271907,108216,2,Mid Devon
276907,108216,2,Mid Devon
281907,108216,2,Mid Devon
286907,108216,2,Mid Devon
291907,108216,2,Mid Devon
296907,108216,1,Mid Devon
301907,108216,2,Mid Devon
306907,108216,3,Mid Devon
311907,108216,2,East Devon
316907,108216,2,East Devon
321907,108216,1,East Devon
326907,108216,1,South Somerset
331907,108216,1,South Somerset
336907,108216,1,South Somerset
341907,108216,1,South Somerset
346907,108216,1,South Somerset
351907,108216,1,Dorset
356907,108216,1,Dorset
361907,108216,1,Dorset
366907,108216,1,Dorset
371907,108216,1,Dorset
376907,108216,1,Dorset
381907,108216,1,Dorset
386907,108216,1,Dorset
391907,108216,1,Dorset
396907,108216,1,Dorset
401907,108216,1,Dorset
406907,108216,2,Dorset
411907,108216,1,New Forest
416907,108216,4,New Forest
421907,108216,1,New Forest
426907,108216,2,New Forest
431907,108216,2,New Forest
436907,108216,3,New Forest
441907,108216,2,New Forest
446907,108216,1,Eastleigh
451907,108216,1,Fareham
456907,108216,1,Fareham
461907,108216,1,Winchester
466907,108216,1,Winchester
471907,108216,1,Havant
476907,108216,2,Chichester
481907,108216,1,Chichester
486907,108216,1,Chichester
491907,108216,1,Chichester
496907,108216,1,Arun
501907,108216,1,Arun
506907,108216,1,Arun
511907,108216,1,Arun
516907,108216,1,Horsham
521907,108216,1,Adur
526907,108216,1,Brighton and Hove
531907,108216,1,Mid Sussex
536907,108216,1,Lewes
541907,108216,1,Lewes
546907,108216,2,Wealden
551907,108216,2,Wealden
556907,108216,2,Wealden
561907,108216,1,Wealden
566907,108216,3,Wealden
571907,108216,1,Rother
576907,108216,2,Hastings
581907,108216,3,Hastings
586907,108216,1,Rother
591907,108216,2,Rother
596907,108216,3,Rother
601907,108216,3,Folkestone and Hythe
606907,108216,2,Folkestone and Hythe
611907,108216,2,Folkestone and Hythe
616907,108216,2,Folkestone and Hythe
621907,108216,2,Folkestone and Hythe
626907,108216,2,Folkestone and Hythe
631907,108216,2,Folkestone and Hythe
636907,108216,2,Folkestone and Hythe
641907,108216,2,Folkestone and Hythe
86907,113216,1,Cornwall
91907,113216,1,Cornwall
96907,113216,1,Cornwall
101907,113216,1,Cornwall
106907,113216,1,Cornwall
111907,113216,1,Cornwall
116907,113216,1,Cornwall
121907,113216,2,Cornwall
126907,113216,2,Cornwall
131907,113216,2,Cornwall
136907,113216,2,Cornwall
141907,113216,2,Cornwall
146907,113216,2,Cornwall
151907,113216,2,Cornwall
156907,113216,2,Cornwall
161907,113216,2,Cornwall
166907,113216,2,Cornwall
171907,113216,2,Cornwall
176907,113216,2,Cornwall
181907,113216,1,Cornwall
186907,113216,1,Cornwall
191907,113216,2,Cornwall
196907,113216,2,Cornwall
201907,113216,3,Cornwall
206907,113216,2,Cornwall
211907,113216,2,Cornwall
216907,113216,2,Cornwall
221907,113216,2,Cornwall
226907,113216,1,Cornwall
231907,113216,1,Torridge
236907,113216,1,Torridge
241907,113216,1,Torridge
246907,113216,1,Torridge
251907,113216,1,Torridge
256907,113216,1,Torridge
261907,113216,2,Torridge
266907,113216,2,Mid Devon
271907,113216,1,Mid Devon
276907,113216,3,North Devon
281907,113216,1,Mid Devon
286907,113216,1,Mid Devon
291907,113216,2,Mid Devon
296907,113216,2,Mid Devon
301907,113216,2,Mid Devon
306907,113216,2,Mid Devon
311907,113216,3,Mid Devon
316907,113216,1,Mid Devon
321907,113216,2,Somerset West and Taunton
326907,113216,1,South Somerset
331907,113216,1,South Somerset
336907,113216,2,South Somerset
341907,113216,1,South Somerset
346907,113216,1,South Somerset
351907,113216,2,South Somerset
356907,113216,2,South Somerset
361907,113216,2,Dorset
366907,113216,1,Dorset
371907,113216,1,Dorset
376907,113216,1,Dorset
381907,113216,1,Dorset
386907,113216,1,Dorset
391907,113216,2,Dorset
396907,113216,1,Dorset
401907,113216,2,Dorset
406907,113216,1,Dorset
411907,113216,1,New Forest
416907,113216,4,New Forest
421907,113216,2,New Forest
426907,113216,2,New Forest
431907,113216,2,New Forest
436907,113216,2,New Forest
441907,113216,2,Southampton
446907,113216,2,Southampton
451907,113216,2,Winchester
456907,113216,1,Winchester
461907,113216,1,Winchester
466907,113216,1,Winchester
471907,113216,2,Chichester
476907,113216,2,Chichester
481907,113216,1,Chichester
486907,113216,4,Chichester
491907,113216,3,Chichester
496907,113216,1,Chichester
501907,113216,2,Chichester
506907,113216,1,Horsham
511907,113216,1,Horsham
516907,113216,2,Horsham
521907,113216,1,Horsham
526907,113216,1,Mid Sussex
531907,113216,1,Mid Sussex
536907,113216,1,Mid Sussex
541907,113216,2,Lewes
546907,113216,2,Wealden
551907,113216,1,Wealden
556907,113216,2,Wealden
561907,113216,1,Wealden
566907,113216,1,Wealden
571907,113216,2,Rother
576907,113216,2,Rother
581907,113216,2,Rother
586907,113216,1,Rother
591907,113216,3,Rother
596907,113216,4,Rother
601907,113216,3,Rother
606907,113216,2,Folkestone and Hythe
611907,113216,2,Folkestone and Hythe
616907,113216,2,Folkestone and Hythe
621907,113216,2,Folkestone and Hythe
626907,113216,2,Folkestone and Hythe
631907,113216,2,Folkestone and Hythe
636907,113216,2,Folkestone and Hythe
641907,113216,1,Dover
86907,118216,1,Cornwall
91907,118216,1,Cornwall
96907,118216,1,Cornwall
101907,118216,1,Cornwall
106907,118216,1,Cornwall
111907,118216,1,Cornwall
116907,118216,2,Cornwall
121907,118216,2,Cornwall
126907,118216,2,Cornwall
131907,118216,2,Cornwall
136907,118216,2,Cornwall
141907,118216,2,Cornwall
146907,118216,2,Cornwall
151907,118216,2,Cornwall
156907,118216,2,Cornwall
161907,118216,2,Cornwall
166907,118216,2,Cornwall
171907,118216,2,Cornwall
176907,118216,1,Cornwall
181907,118216,1,Cornwall
186907,118216,2,Cornwall
191907,118216,2,Cornwall
196907,118216,2,Cornwall
201907,118216,2,Cornwall
206907,118216,2,Cornwall
211907,118216,2,Cornwall
216907,118216,1,Cornwall
221907,118216,1,Torridge
226907,118216,1,Torridge
231907,118216,2,Torridge
236907,118216,1,Torridge
241907,118216,2,Torridge
246907,118216,1,Torridge
251907,118216,1,Torridge
256907,118216,1,Torridge
261907,118216,1,North Devon
266907,118216,2,North Devon
271907,118216,3,North Devon
276907,118216,1,North Devon
281907,118216,2,North Devon
286907,118216,1,North Devon
291907,118216,1,Mid Devon
296907,118216,2,Mid Devon
301907,118216,2,Mid Devon
306907,118216,2,Mid Devon
311907,118216,1,Somerset West and Taunton
316907,118216,1,Mid Devon
321907,118216,1,Somerset West and Taunton
326907,118216,1,South Somerset
331907,118216,2,South Somerset
336907,118216,2,South Somerset
341907,118216,1,South Somerset
346907,118216,2,South Somerset
351907,118216,1,South Somerset
356907,118216,1,South Somerset
361907,118216,2,South Somerset
366907,118216,1,Dorset
371907,118216,1,Dorset
376907,118216,1,Dorset
381907,118216,1,Dorset
386907,118216,1,Dorset
391907,118216,1,Dorset
396907,118216,1,Dorset
401907,118216,2,Dorset
406907,118216,2,Dorset
411907,118216,1,Dorset
416907,118216,3,New Forest
421907,118216,2,New Forest
426907,118216,1,Test Valley
431907,118216,2,New Forest
436907,118216,1,Test Valley
441907,118216,1,Test Valley
446907,118216,2,Eastleigh
451907,118216,1,Winchester
456907,118216,1,Winchester
461907,118216,1,Winchester
466907,118216,1,East Hampshire
471907,118216,1,East Hampshire
476907,118216,2,Chichester
481907,118216,1,Chichester
486907,118216,1,Chichester
491907,118216,1,Chichester
496907,118216,1,Chichester
501907,118216,1,Chichester
506907,118216,1,Horsham
511907,118216,1,Horsham
516907,118216,1,Horsham
521907,118216,1,Horsham
526907,118216,1,Mid Sussex
531907,118216,1,Mid Sussex
536907,118216,1,Lewes
541907,118216,2,Wealden
546907,118216,2,Wealden
551907,118216,1,Wealden
556907,118216,2,Wealden
561907,118216,1,Wealden
566907,118216,1,Rother
571907,118216,1,Rother
576907,118216,2,Rother
581907,118216,1,Rother
586907,118216,1,Rother
591907,118216,2,Rother
596907,118216,4,Rother
601907,118216,3,Rother
606907,118216,2,Folkestone and Hythe
611907,118216,2,Folkestone and Hythe
616907,118216,2,Folkestone and Hythe
621907,118216,2,Folkestone and Hythe
626907,118216,1,Folkestone and Hythe
631907,118216,2,Folkestone and Hythe
636907,118216,2,Folkestone and Hythe
641907,118216,1,Dover
86907,123216,1,Cornwall
91907,123216,1,Cornwall
96907,123216,1,Cornwall
101907,123216,1,Cornwall
106907,123216,1,Cornwall
111907,123216,2,Cornwall
116907,123216,2,Cornwall
121907,123216,2,Cornwall
126907,123216,2,Cornwall
131907,123216,2,Cornwall
136907,123216,2,Cornwall
141907,123216,2,Cornwall
146907,123216,2,Cornwall
151907,123216,2,Cornwall
156907,123216,2,Cornwall
161907,123216,2,Cornwall
166907,123216,2,Cornwall
171907,123216,1,Cornwall
176907,123216,1,Cornwall
181907,123216,2,Cornwall
186907,123216,2,Cornwall
191907,123216,2,Cornwall
196907,123216,2,Cornwall
201907,123216,1,Torridge
206907,123216,1,Torridge
211907,123216,1,Torridge
216907,123216,1,Torridge
221907,123216,1,Torridge
226907,123216,1,Torridge
231907,123216,2,Torridge
236907,123216,1,Torridge
241907,123216,1,Torridge
246907,123216,3,Torridge
251907,123216,1,Torridge
256907,123216,3,North Devon
261907,123216,2,North Devon
266907,123216,1,North Devon
271907,123216,2,North Devon
276907,123216,1,North Devon
281907,123216,1,North Devon
286907,123216,1,Mid Devon
291907,123216,3,Mid Devon
296907,123216,3,Mid Devon
301907,123216,1,Mid Devon
306907,123216,2,Somerset West and Taunton
311907,123216,1,Somerset West and Taunton
316907,123216,1,Somerset West and Taunton
321907,123216,1,Somerset West and Taunton
326907,123216,2,South Somerset
331907,123216,2,South Somerset
336907,123216,1,South Somerset
341907,123216,3,South Somerset
346907,123216,1,South Somerset
351907,123216,2,South Somerset
356907,123216,2,South Somerset
361907,123216,2,South Somerset
366907,123216,2,South Somerset
371907,123216,1,Dorset
376907,123216,1,Dorset
381907,123216,1,Dorset
386907,123216,1,Dorset
391907,123216,1,Dorset
396907,123216,1,Dorset
401907,123216,2,Dorset
406907,123216,2,Dorset
411907,123216,1,Dorset
416907,123216,1,Test Valley
421907,123216,1,Test Valley
426907,123216,1,Test Valley
431907,123216,2,Test Valley
436907,123216,1,Test Valley
441907,123216,1,Test Valley
446907,123216,2,Winchester
451907,123216,1,Winchester
456907,123216,1,Winchester
461907,123216,3,Winchester
466907,123216,2,East Hampshire
471907,123216,2,East Hampshire
476907,123216,1,East Hampshire
481907,123216,2,Chichester
486907,123216,1,Chichester
491907,123216,1,Chichester
496907,123216,1,Chichester
501907,123216,1,Chichester
506907,123216,1,Horsham
511907,123216,1,Horsham
516907,123216,1,Horsham
521907,123216,1,Horsham
526907,123216,1,Mid Sussex
531907,123216,1,Mid Sussex
536907,123216,1,Mid Sussex
541907,123216,1,Wealden
546907,123216,2,Wealden
551907,123216,1,Wealden
556907,123216,1,Wealden
561907,123216,1,Wealden
566907,123216,1,Rother
571907,123216,2,Rother
576907,123216,1,Rother
581907,123216,1,Rother
586907,123216,1,Rother
591907,123216,1,Rother
596907,123216,4,Folkestone and Hythe
601907,123216,3,Folkestone and Hythe
606907,123216,1,Folkestone and Hythe
611907,123216,3,Folkestone and Hythe
616907,123216,3,Folkestone and Hythe
621907,123216,1,Folkestone and Hythe
626907,123216,2,Folkestone and Hythe
631907,123216,2,Folkestone and Hythe
636907,123216,1,Dover
641907,123216,1,Dover
86907,128216,1,Cornwall
91907,128216,1,Cornwall
96907,128216,1,Cornwall
101907,128216,1,Cornwall
106907,128216,2,Cornwall
111907,128216,2,Cornwall
116907,128216,2,Cornwall
121907,128216,2,Cornwall
126907,128216,2,Cornwall
131907,128216,2,Cornwall
136907,128216,2,Cornwall
141907,128216,2,Cornwall
146907,128216,2,Cornwall
151907,128216,2,Cornwall
156907,128216,2,Cornwall
161907,128216,2,Cornwall
166907,128216,1,Cornwall
171907,128216,2,Cornwall
176907,128216,2,Cornwall
181907,128216,1,Torridge
186907,128216,1,Torridge
191907,128216,1,Torridge
196907,128216,1,Torridge
201907,128216,1,Torridge
206907,128216,1,Torridge
211907,128216,1,Torridge
216907,128216,1,Torridge
221907,128216,1,Torridge
226907,128216,2,Torridge
231907,128216,2,Torridge
236907,128216,1,Torridge
241907,128216,1,Torridge
246907,128216,1,North Devon
251907,128216,1,North Devon
256907,128216,3,North Devon
261907,128216,2,North Devon
266907,128216,1,North Devon
271907,128216,1,North Devon
276907,128216,2,North Devon
281907,128216,1,North Devon
286907,128216,1,North Devon
291907,128216,2,Somerset West and Taunton
296907,128216,3,Somerset West and Taunton
301907,128216,2,Mid Devon
306907,128216,2,Somerset West and Taunton
311907,128216,1,Somerset West and Taunton
316907,128216,1,Somerset West and Taunton
321907,128216,1,Somerset West and Taunton
326907,128216,2,South Somerset
331907,128216,2,South Somerset
336907,128216,2,South Somerset
341907,128216,1,South Somerset
346907,128216,1,South Somerset
351907,128216,1,South Somerset
356907,128216,1,South Somerset
361907,128216,1,South Somerset
366907,128216,2,South Somerset
371907,128216,2,Wiltshire
376907,128216,1,Wiltshire
381907,128216,1,Wiltshire
386907,128216,1,Wiltshire
391907,128216,1,Wiltshire
396907,128216,2,Wiltshire
401907,128216,2,Wiltshire
406907,128216,1,Wiltshire
411907,128216,1,Dorset
416907,128216,1,Test Valley
421907,128216,2,Test Valley
426907,128216,2,Test Valley
431907,128216,2,Test Valley
436907,128216,1,Test Valley
441907,128216,2,Winchester
446907,128216,1,Winchester
451907,128216,1,Winchester
456907,128216,2,Winchester
461907,128216,1,Winchester
466907,128216,1,East Hampshire
471907,128216,2,East Hampshire
476907,128216,1,East Hampshire
481907,128216,1,Chichester
486907,128216,1,Chichester
491907,128216,1,Chichester
496907,128216,1,Chichester
501907,128216,1,Chichester
506907,128216,1,Horsham
511907,128216,1,Horsham
516907,128216,1,Horsham
521907,128216,1,Horsham
526907,128216,1,Mid Sussex
531907,128216,1,Mid Sussex
536907,128216,1,Mid Sussex
541907,128216,1,Wealden
546907,128216,1,Wealden
551907,128216,2,Wealden
556907,128216,1,Wealden
561907,128216,1,Wealden
566907,128216,2,Rother
571907,128216,2,Rother
576907,128216,2,Tunbridge Wells
581907,128216,1,Tunbridge Wells
586907,128216,3,Ashford
591907,128216,1,Ashford
596907,128216,3,Ashford
601907,128216,4,Folkestone and Hythe
606907,128216,4,Folkestone and Hythe
611907,128216,4,Folkestone and Hythe
616907,128216,4,Folkestone and Hythe
621907,128216,1,Folkestone and Hythe
626907,128216,2,Folkestone and Hythe
631907,128216,2,Folkestone and Hythe
636907,128216,1,Dover
641907,128216,1,Dover
86907,133216,1,Cornwall
91907,133216,1,Cornwall
96907,133216,1,Cornwall
101907,133216,2,Cornwall
106907,133216,2,Cornwall
111907,133216,2,Cornwall
116907,133216,2,Cornwall
121907,133216,2,Cornwall
126907,133216,2,Cornwall
131907,133216,2,Cornwall
136907,133216,2,Cornwall
141907,133216,2,Cornwall
146907,133216,2,Cornwall
151907,133216,2,Cornwall
156907,133216,2,Cornwall
161907,133216,1,Torridge
166907,133216,1,Torridge
171907,133216,1,Torridge
176907,133216,1,Torridge
181907,133216,1,Torridge
186907,133216,1,Torridge
191907,133216,1,Torridge
196907,133216,1,Torridge
201907,133216,1,Torridge
206907,133216,1,Torridge
211907,133216,1,Torridge
216907,133216,1,Torridge
221907,133216,2,Torridge
226907,133216,2,Torridge
231907,133216,2,Torridge
236907,133216,1,Torridge
241907,133216,2,Torridge
246907,133216,3,North Devon
251907,133216,1,North Devon
256907,133216,1,North Devon
261907,133216,1,North Devon
266907,133216,1,North Devon
271907,133216,1,North Devon
276907,133216,2,North Devon
281907,133216,2,North Devon
286907,133216,2,Somerset West and Taunton
291907,133216,4,Somerset West and Taunton
296907,133216,2,Somerset West and Taunton
301907,133216,2,Somerset West and Taunton
306907,133216,3,Somerset West and Taunton
311907,133216,2,Somerset West and Taunton
316907,133216,1,Somerset West and Taunton
321907,133216,1,Somerset West and Taunton
326907,133216,2,South Somerset
331907,133216,3,South Somerset
336907,133216,3,South Somerset
341907,133216,1,South Somerset
346907,133216,1,South Somerset
351907,133216,1,South Somerset
356907,133216,2,Mendip
361907,133216,1,South Somerset
366907,133216,3,South Somerset
371907,133216,2,South Somerset
376907,133216,1,Wiltshire
381907,133216,4,Wiltshire
386907,133216,2,Wiltshire
391907,133216,2,Wiltshire
396907,133216,2,Wiltshire
401907,133216,2,Wiltshire
406907,133216,2,Wiltshire
411907,133216,2,Wiltshire
416907,133216,2,Test Valley
421907,133216,2,Test Valley
426907,133216,1,Test Valley
431907,133216,1,Test Valley
436907,133216,2,Test Valley
441907,133216,1,Winchester
446907,133216,2,Winchester
451907,133216,1,Winchester
456907,133216,1,Winchester
461907,133216,1,Winchester
466907,133216,2,East Hampshire
471907,133216,1,East Hampshire
476907,133216,1,East Hampshire
481907,133216,1,East Hampshire
486907,133216,1,East Hampshire
491907,133216,1,Waverley
496907,133216,1,Chichester
501907,133216,1,Chichester
506907,133216,1,Horsham
511907,133216,1,Horsham
516907,133216,1,Horsham
521907,133216,1,Horsham
526907,133216,1,Mid Sussex
531907,133216,1,Mid Sussex
536907,133216,1,Mid Sussex
541907,133216,1,Wealden
546907,133216,2,Wealden
551907,133216,2,Wealden
556907,133216,1,Wealden
561907,133216,1,Wealden
566907,133216,2,Tunbridge Wells
571907,133216,1,Tunbridge Wells
576907,133216,1,Tunbridge Wells
581907,133216,1,Tunbridge Wells
586907,133216,2,Ashford
591907,133216,1,Ashford
596907,133216,1,Ashford
601907,133216,2,Ashford
606907,133216,4,Ashford
611907,133216,5,Folkestone and Hythe
616907,133216,5,Folkestone and Hythe
621907,133216,2,Folkestone and Hythe
626907,133216,1,Folkestone and Hythe
631907,133216,1,Dover
636907,133216,1,Dover
641907,133216,1,Dover
86907,138216,1,Cornwall
91907,138216,1,Cornwall
96907,138216,2,Cornwall
101907,138216,2,Cornwall
106907,138216,2,Cornwall
111907,138216,2,Cornwall
116907,138216,2,Cornwall
121907,138216,2,Cornwall
126907,138216,2,Cornwall
131907,138216,2,Cornwall
136907,138216,2,Cornwall
141907,138216,2,Cornwall
146907,138216,2,Cornwall
151907,138216,2,Cornwall
156907,138216,2,Torridge
161907,138216,1,Torridge
166907,138216,1,Torridge
171907,138216,1,Torridge
176907,138216,1,Torridge
181907,138216,1,Torridge
