easting,northing,predicted_risk,predicted_authority
456907,48216,1,Isle of Wight
461907,48216,1,Isle of Wight
466907,48216,1,Isle of Wight
471907,48216,1,Isle of Wight
476907,48216,1,Isle of Wight
481907,48216,1,Isle of Wight
486907,48216,1,Isle of Wight
491907,48216,1,Chichester
496907,48216,1,Chichester
501907,48216,1,Chichester
506907,48216,1,Chichester
511907,48216,1,Chichester
516907,48216,3,Arun
521907,48216,3,Worthing
526907,48216,1,Lewes
531907,48216,5,Lewes
536907,48216,4,Wealden
541907,48216,4,Wealden
546907,48216,3,Eastbourne
551907,48216,1,Eastbourne
556907,48216,2,Eastbourne
561907,48216,2,Eastbourne
566907,48216,2,Eastbourne
571907,48216,2,Eastbourne
576907,48216,2,Eastbourne
581907,48216,2,Eastbourne
586907,48216,2,Eastbourne
591907,48216,2,Eastbourne
596907,48216,2,Eastbourne
601907,48216,1,Eastbourne
606907,48216,1,Hastings
611907,48216,1,Rother
616907,48216,2,Folkestone and Hythe
621907,48216,2,Folkestone and Hythe
626907,48216,2,Folkestone and Hythe
631907,48216,2,Folkestone and Hythe
636907,48216,2,Folkestone and Hythe
641907,48216,2,Folkestone and Hythe
86907,53216,1,Isles of Scilly
91907,53216,1,Isles of Scilly
96907,53216,1,Isles of Scilly
101907,53216,1,Isles of Scilly
106907,53216,1,Cornwall
111907,53216,1,Cornwall
116907,53216,1,Cornwall
121907,53216,1,Cornwall
126907,53216,1,Cornwall
131907,53216,1,Cornwall
136907,53216,1,Cornwall
141907,53216,1,Cornwall
146907,53216,1,Cornwall
151907,53216,1,Cornwall
156907,53216,5,Cornwall
161907,53216,5,Cornwall
166907,53216,5,Cornwall
171907,53216,2,Cornwall
176907,53216,2,Cornwall
181907,53216,1,Cornwall
186907,53216,1,Cornwall
191907,53216,1,Cornwall
196907,53216,1,Cornwall
201907,53216,1,Cornwall
206907,53216,1,Cornwall
211907,53216,1,Cornwall
216907,53216,2,Cornwall
221907,53216,2,Cornwall
226907,53216,2,Cornwall
231907,53216,1,Cornwall
236907,53216,1,Cornwall
241907,53216,2,Cornwall
246907,53216,2,Cornwall
251907,53216,1,Cornwall
256907,53216,3,South Hams
261907,53216,1,South Hams
266907,53216,1,South Hams
271907,53216,2,South Hams
276907,53216,2,South Hams
281907,53216,1,South Hams
286907,53216,1,South Hams
291907,53216,2,South Hams
296907,53216,3,Torbay
301907,53216,3,Torbay
306907,53216,2,Torbay
311907,53216,2,Teignbridge
316907,53216,3,Teignbridge
321907,53216,4,Teignbridge
326907,53216,2,East Devon
331907,53216,1,East Devon
336907,53216,4,East Devon
341907,53216,5,East Devon
346907,53216,5,East Devon
351907,53216,2,Dorset
356907,53216,2,Dorset
361907,53216,2,Dorset
366907,53216,2,Dorset
371907,53216,2,Dorset
376907,53216,2,Dorset
381907,53216,2,Dorset
386907,53216,2,Dorset
391907,53216,1,Dorset
396907,53216,1,Dorset
401907,53216,1,Dorset
406907,53216,1,Dorset
411907,53216,1,Dorset
416907,53216,1,Dorset
421907,53216,1,Dorset
426907,53216,1,Isle of Wight
431907,53216,1,Isle of Wight
436907,53216,1,Isle of Wight
441907,53216,1,Isle of Wight
446907,53216,1,Isle of Wight
451907,53216,1,Isle of Wight
456907,53216,1,Isle of Wight
461907,53216,1,Isle of Wight
466907,53216,1,Isle of Wight
471907,53216,1,Isle of Wight
476907,53216,1,Isle of Wight
481907,53216,1,Isle of Wight
486907,53216,1,Isle of Wight
491907,53216,1,Chichester
496907,53216,1,Chichester
501907,53216,1,Chichester
506907,53216,1,Chichester
511907,53216,1,Chichester
516907,53216,3,Arun
521907,53216,3,Worthing
526907,53216,1,Lewes
531907,53216,5,Lewes
536907,53216,5,Lewes
541907,53216,4,Wealden
546907,53216,3,Eastbourne
551907,53216,1,Eastbourne
556907,53216,2,Eastbourne
561907,53216,2,Eastbourne
566907,53216,2,Eastbourne
571907,53216,2,Eastbourne
576907,53216,2,Eastbourne
581907,53216,2,Eastbourne
586907,53216,2,Eastbourne
591907,53216,2,Eastbourne
596907,53216,2,Eastbourne
601907,53216,1,Hastings
606907,53216,1,Hastings
611907,53216,1,Rother
616907,53216,2,Folkestone and Hythe
621907,53216,2,Folkestone and Hythe
626907,53216,2,Folkestone and Hythe
631907,53216,2,Folkestone and Hythe
636907,53216,2,Folkestone and Hythe
641907,53216,2,Folkestone and Hythe
86907,58216,1,Isles of Scilly
91907,58216,1,Isles of Scilly
96907,58216,1,Isles of Scilly
101907,58216,1,Cornwall
106907,58216,1,Cornwall
111907,58216,1,Cornwall
116907,58216,1,Cornwall
121907,58216,1,Cornwall
126907,58216,1,Cornwall
131907,58216,1,Cornwall
136907,58216,1,Cornwall
141907,58216,1,Cornwall
146907,58216,1,Cornwall
151907,58216,1,Cornwall
156907,58216,5,Cornwall
161907,58216,5,Cornwall
166907,58216,4,Cornwall
171907,58216,2,Cornwall
176907,58216,2,Cornwall
181907,58216,2,Cornwall
186907,58216,1,Cornwall
191907,58216,2,Cornwall
196907,58216,1,Cornwall
201907,58216,1,Cornwall
206907,58216,2,Cornwall
211907,58216,2,Cornwall
216907,58216,2,Cornwall
221907,58216,1,Cornwall
226907,58216,2,Cornwall
231907,58216,2,Cornwall
236907,58216,1,Cornwall
241907,58216,1,Cornwall
246907,58216,2,Cornwall
251907,58216,1,South Hams
256907,58216,2,South Hams
261907,58216,2,South Hams
266907,58216,2,South Hams
271907,58216,3,South Hams
276907,58216,2,South Hams
281907,58216,1,South Hams
286907,58216,2,South Hams
291907,58216,3,Torbay
296907,58216,3,Torbay
301907,58216,2,Torbay
306907,58216,2,Teignbridge
311907,58216,4,Teignbridge
316907,58216,4,Teignbridge
321907,58216,4,East Devon
326907,58216,1,East Devon
331907,58216,2,East Devon
336907,58216,5,East Devon
341907,58216,5,East Devon
346907,58216,5,East Devon
351907,58216,2,Dorset
356907,58216,2,Dorset
361907,58216,2,Dorset
366907,58216,2,Dorset
371907,58216,2,Dorset
376907,58216,2,Dorset
381907,58216,2,Dorset
386907,58216,2,Dorset
391907,58216,1,Dorset
396907,58216,1,Dorset
401907,58216,1,Dorset
406907,58216,1,Dorset
411907,58216,1,Dorset
416907,58216,1,Dorset
421907,58216,1,Dorset
426907,58216,1,Isle of Wight
431907,58216,1,Isle of Wight
436907,58216,1,Isle of Wight
441907,58216,1,Isle of Wight
446907,58216,1,Isle of Wight
451907,58216,1,Isle of Wight
456907,58216,1,Isle of Wight
461907,58216,1,Isle of Wight
466907,58216,1,Isle of Wight
471907,58216,1,Isle of Wight
476907,58216,1,Isle of Wight
481907,58216,1,Isle of Wight
486907,58216,1,Chichester
491907,58216,1,Chichester
496907,58216,1,Chichester
501907,58216,1,Chichester
506907,58216,1,Chichester
511907,58216,1,Chichester
516907,58216,3,Arun
521907,58216,3,Worthing
526907,58216,1,Lewes
531907,58216,2,Lewes
536907,58216,5,Lewes
541907,58216,4,Wealden
546907,58216,3,Wealden
551907,58216,1,Eastbourne
556907,58216,2,Eastbourne
561907,58216,2,Eastbourne
566907,58216,2,Eastbourne
571907,58216,2,Eastbourne
576907,58216,2,Eastbourne
581907,58216,2,Eastbourne
586907,58216,2,Eastbourne
591907,58216,2,Eastbourne
596907,58216,2,Hastings
601907,58216,1,Hastings
606907,58216,1,Rother
611907,58216,1,Rother
616907,58216,2,Folkestone and Hythe
621907,58216,2,Folkestone and Hythe
626907,58216,2,Folkestone and Hythe
631907,58216,2,Folkestone and Hythe
636907,58216,2,Folkestone and Hythe
641907,58216,2,Folkestone and Hythe
86907,63216,1,Isles of Scilly
91907,63216,1,Isles of Scilly
96907,63216,1,Isles of Scilly
101907,63216,1,Cornwall
106907,63216,1,Cornwall
111907,63216,1,Cornwall
116907,63216,1,Cornwall
121907,63216,1,Cornwall
126907,63216,1,Cornwall
131907,63216,1,Cornwall
136907,63216,1,Cornwall
141907,63216,1,Cornwall
146907,63216,1,Cornwall
151907,63216,1,Cornwall
156907,63216,5,Cornwall
161907,63216,5,Cornwall
166907,63216,4,Cornwall
171907,63216,2,Cornwall
176907,63216,2,Cornwall
181907,63216,2,Cornwall
186907,63216,2,Cornwall
191907,63216,2,Cornwall
196907,63216,1,Cornwall
201907,63216,2,Cornwall
206907,63216,2,Cornwall
211907,63216,2,Cornwall
216907,63216,1,Cornwall
221907,63216,1,Cornwall
226907,63216,2,Cornwall
231907,63216,1,Cornwall
236907,63216,2,Cornwall
241907,63216,1,Cornwall
246907,63216,1,West Devon
251907,63216,2,West Devon
256907,63216,1,West Devon
261907,63216,2,South Hams
266907,63216,1,South Hams
271907,63216,2,South Hams
276907,63216,2,South Hams
281907,63216,1,South Hams
286907,63216,2,South Hams
291907,63216,3,Torbay
296907,63216,2,Teignbridge
301907,63216,2,Teignbridge
306907,63216,4,Teignbridge
311907,63216,3,Teignbridge
316907,63216,3,Teignbridge
321907,63216,4,East Devon
326907,63216,1,East Devon
331907,63216,3,East Devon
336907,63216,5,East Devon
341907,63216,5,East Devon
346907,63216,4,East Devon
351907,63216,2,Dorset
356907,63216,2,Dorset
361907,63216,2,Dorset
366907,63216,2,Dorset
371907,63216,2,Dorset
376907,63216,2,Dorset
381907,63216,2,Dorset
386907,63216,2,Dorset
391907,63216,1,Dorset
396907,63216,1,Dorset
401907,63216,1,Dorset
406907,63216,1,Dorset
411907,63216,1,Dorset
416907,63216,1,Dorset
421907,63216,2,Dorset
426907,63216,1,Isle of Wight
431907,63216,1,Isle of Wight
436907,63216,1,Isle of Wight
441907,63216,1,Isle of Wight
446907,63216,1,Isle of Wight
451907,63216,1,Isle of Wight
456907,63216,1,Isle of Wight
461907,63216,1,Isle of Wight
466907,63216,1,Isle of Wight
471907,63216,1,Isle of Wight
476907,63216,1,Isle of Wight
481907,63216,1,Isle of Wight
486907,63216,1,Chichester
491907,63216,1,Chichester
496907,63216,1,Chichester
501907,63216,1,Chichester
506907,63216,1,Chichester
511907,63216,3,Arun
516907,63216,4,Arun
521907,63216,4,Worthing
526907,63216,1,Lewes
531907,63216,1,Lewes
536907,63216,5,Lewes
541907,63216,4,Wealden
546907,63216,3,Wealden
551907,63216,1,Eastbourne
556907,63216,2,Eastbourne
561907,63216,2,Eastbourne
566907,63216,2,Eastbourne
571907,63216,2,Eastbourne
576907,63216,2,Eastbourne
581907,63216,2,Eastbourne
586907,63216,2,Eastbourne
591907,63216,1,Eastbourne
596907,63216,1,Hastings
601907,63216,1,Hastings
606907,63216,1,Rother
611907,63216,2,Folkestone and Hythe
616907,63216,2,Folkestone and Hythe
621907,63216,2,Folkestone and Hythe
626907,63216,2,Folkestone and Hythe
631907,63216,2,Folkestone and Hythe
636907,63216,2,Folkestone and Hythe
641907,63216,2,Folkestone and Hythe
86907,68216,1,Isles of Scilly
91907,68216,1,Isles of Scilly
96907,68216,1,Isles of Scilly
101907,68216,1,Cornwall
106907,68216,1,Cornwall
111907,68216,1,Cornwall
116907,68216,1,Cornwall
121907,68216,1,Cornwall
126907,68216,1,Cornwall
131907,68216,1,Cornwall
136907,68216,1,Cornwall
141907,68216,1,Cornwall
146907,68216,1,Cornwall
151907,68216,5,Cornwall
156907,68216,5,Cornwall
161907,68216,6,Cornwall
166907,68216,2,Cornwall
171907,68216,2,Cornwall
176907,68216,2,Cornwall
181907,68216,2,Cornwall
186907,68216,2,Cornwall
191907,68216,2,Cornwall
196907,68216,2,Cornwall
201907,68216,1,Cornwall
206907,68216,2,Cornwall
211907,68216,1,Cornwall
216907,68216,2,Cornwall
221907,68216,2,Cornwall
226907,68216,3,Cornwall
231907,68216,2,Cornwall
236907,68216,1,Cornwall
241907,68216,4,Cornwall
246907,68216,2,West Devon
251907,68216,1,West Devon
256907,68216,1,West Devon
261907,68216,1,West Devon
266907,68216,2,South Hams
271907,68216,2,South Hams
276907,68216,3,South Hams
281907,68216,1,Teignbridge
286907,68216,3,Teignbridge
291907,68216,2,Teignbridge
296907,68216,2,Teignbridge
301907,68216,4,Teignbridge
306907,68216,2,Teignbridge
311907,68216,1,Teignbridge
316907,68216,4,East Devon
321907,68216,2,East Devon
326907,68216,1,East Devon
331907,68216,4,East Devon
336907,68216,5,East Devon
341907,68216,4,East Devon
346907,68216,4,East Devon
351907,68216,2,Dorset
356907,68216,2,Dorset
361907,68216,2,Dorset
366907,68216,2,Dorset
371907,68216,2,Dorset
376907,68216,2,Dorset
381907,68216,2,Dorset
386907,68216,2,Dorset
391907,68216,1,Dorset
396907,68216,1,Dorset
401907,68216,1,Dorset
406907,68216,1,Dorset
411907,68216,1,Dorset
416907,68216,2,Dorset
421907,68216,1,Isle of Wight
426907,68216,1,Isle of Wight
431907,68216,1,Isle of Wight
436907,68216,1,Isle of Wight
441907,68216,1,Isle of Wight
446907,68216,1,Isle of Wight
451907,68216,1,Isle of Wight
456907,68216,1,Isle of Wight
461907,68216,1,Isle of Wight
466907,68216,1,Isle of Wight
471907,68216,1,Isle of Wight
476907,68216,1,Isle of Wight
481907,68216,1,Chichester
486907,68216,1,Chichester
491907,68216,1,Chichester
496907,68216,1,Chichester
501907,68216,1,Chichester
506907,68216,2,Chichester
511907,68216,3,Arun
516907,68216,4,Worthing
521907,68216,4,Worthing
526907,68216,1,Lewes
531907,68216,1,Lewes
536907,68216,5,Lewes
541907,68216,5,Lewes
546907,68216,3,Wealden
551907,68216,1,Eastbourne
556907,68216,2,Eastbourne
561907,68216,2,Eastbourne
566907,68216,2,Eastbourne
571907,68216,2,Eastbourne
576907,68216,2,Eastbourne
581907,68216,2,Eastbourne
586907,68216,2,Eastbourne
591907,68216,1,Hastings
596907,68216,1,Hastings
601907,68216,1,Rother
606907,68216,1,Rother
611907,68216,2,Folkestone and Hythe
616907,68216,2,Folkestone and Hythe
621907,68216,2,Folkestone and Hythe
626907,68216,2,Folkestone and Hythe
631907,68216,2,Folkestone and Hythe
636907,68216,2,Folkestone and Hythe
641907,68216,2,Folkestone and Hythe
86907,73216,1,Isles of Scilly
91907,73216,1,Isles of Scilly
96907,73216,1,Cornwall
101907,73216,1,Cornwall
106907,73216,1,Cornwall
111907,73216,1,Cornwall
116907,73216,1,Cornwall
121907,73216,1,Cornwall
126907,73216,1,Cornwall
131907,73216,1,Cornwall
136907,73216,1,Cornwall
141907,73216,1,Cornwall
146907,73216,1,Cornwall
151907,73216,5,Cornwall
156907,73216,4,Cornwall
161907,73216,2,Cornwall
166907,73216,2,Cornwall
171907,73216,2,Cornwall
176907,73216,2,Cornwall
181907,73216,2,Cornwall
186907,73216,2,Cornwall
191907,73216,3,Cornwall
196907,73216,2,Cornwall
201907,73216,2,Cornwall
206907,73216,1,Cornwall
211907,73216,2,Cornwall
216907,73216,1,Cornwall
221907,73216,1,Cornwall
226907,73216,1,Cornwall
231907,73216,2,Cornwall
236907,73216,1,Cornwall
241907,73216,1,West Devon
246907,73216,1,West Devon
251907,73216,1,West Devon
256907,73216,1,West Devon
261907,73216,1,West Devon
266907,73216,3,West Devon
271907,73216,1,Teignbridge
276907,73216,1,Teignbridge
281907,73216,1,Teignbridge
286907,73216,3,Teignbridge
291907,73216,1,Teignbridge
296907,73216,1,Teignbridge
301907,73216,1,Teignbridge
306907,73216,1,Teignbridge
311907,73216,2,East Devon
316907,73216,4,East Devon
321907,73216,2,East Devon
326907,73216,1,East Devon
331907,73216,5,East Devon
336907,73216,5,East Devon
341907,73216,4,East Devon
346907,73216,3,East Devon
351907,73216,3,East Devon
356907,73216,2,Dorset
361907,73216,2,Dorset
366907,73216,2,Dorset
371907,73216,2,Dorset
376907,73216,2,Dorset
381907,73216,2,Dorset
386907,73216,2,Dorset
391907,73216,1,Dorset
396907,73216,1,Dorset
401907,73216,1,Dorset
406907,73216,1,Dorset
411907,73216,2,Dorset
416907,73216,2,Dorset
421907,73216,1,Isle of Wight
426907,73216,1,Isle of Wight
431907,73216,1,Isle of Wight
436907,73216,2,Isle of Wight
441907,73216,1,Isle of Wight
446907,73216,1,Isle of Wight
451907,73216,1,Isle of Wight
456907,73216,1,Isle of Wight
461907,73216,1,Isle of Wight
466907,73216,1,Isle of Wight
471907,73216,1,Isle of Wight
476907,73216,1,Isle of Wight
481907,73216,1,Chichester
486907,73216,1,Chichester
491907,73216,1,Chichester
496907,73216,1,Chichester
501907,73216,2,Chichester
506907,73216,4,Arun
511907,73216,3,Arun
516907,73216,4,Worthing
521907,73216,4,Worthing
526907,73216,1,Lewes
531907,73216,1,Lewes
536907,73216,3,Lewes
541907,73216,5,Lewes
546907,73216,4,Wealden
551907,73216,1,Eastbourne
556907,73216,2,Eastbourne
561907,73216,2,Eastbourne
566907,73216,2,Eastbourne
571907,73216,2,Eastbourne
576907,73216,2,Eastbourne
581907,73216,2,Eastbourne
586907,73216,1,Eastbourne
591907,73216,2,Hastings
596907,73216,1,Hastings
601907,73216,1,Rother
606907,73216,1,Rother
611907,73216,2,Folkestone and Hythe
616907,73216,2,Folkestone and Hythe
621907,73216,2,Folkestone and Hythe
626907,73216,2,Folkestone and Hythe
631907,73216,2,Folkestone and Hythe
636907,73216,2,Folkestone and Hythe
641907,73216,2,Folkestone and Hythe
86907,78216,1,Isles of Scilly
91907,78216,1,Isles of Scilly
96907,78216,1,Cornwall
101907,78216,1,Cornwall
106907,78216,1,Cornwall
111907,78216,1,Cornwall
116907,78216,1,Cornwall
121907,78216,1,Cornwall
126907,78216,1,Cornwall
131907,78216,1,Cornwall
136907,78216,1,Cornwall
141907,78216,1,Cornwall
146907,78216,1,Cornwall
151907,78216,2,Cornwall
156907,78216,2,Cornwall
161907,78216,2,Cornwall
166907,78216,2,Cornwall
171907,78216,2,Cornwall
176907,78216,2,Cornwall
181907,78216,2,Cornwall
186907,78216,2,Cornwall
191907,78216,2,Cornwall
196907,78216,2,Cornwall
201907,78216,2,Cornwall
206907,78216,2,Cornwall
211907,78216,2,Cornwall
216907,78216,2,Cornwall
221907,78216,2,Cornwall
226907,78216,1,Cornwall
231907,78216,2,Cornwall
236907,78216,1,Cornwall
241907,78216,1,West Devon
246907,78216,1,West Devon
251907,78216,2,West Devon
256907,78216,1,West Devon
261907,78216,1,West Devon
266907,78216,1,West Devon
271907,78216,2,Teignbridge
276907,78216,1,Teignbridge
281907,78216,1,Teignbridge
286907,78216,2,Teignbridge
291907,78216,2,Teignbridge
296907,78216,1,Teignbridge
301907,78216,1,Teignbridge
306907,78216,3,East Devon
311907,78216,2,East Devon
316907,78216,4,East Devon
321907,78216,2,East Devon
326907,78216,2,East Devon
331907,78216,5,East Devon
336907,78216,4,East Devon
341907,78216,3,East Devon
346907,78216,2,East Devon
351907,78216,1,East Devon
356907,78216,2,Dorset
361907,78216,2,Dorset
366907,78216,2,Dorset
371907,78216,2,Dorset
376907,78216,2,Dorset
381907,78216,2,Dorset
386907,78216,1,Dorset
391907,78216,1,Dorset
396907,78216,1,Dorset
401907,78216,1,Dorset
406907,78216,2,Dorset
411907,78216,2,Dorset
416907,78216,2,Dorset
421907,78216,1,Isle of Wight
426907,78216,1,Isle of Wight
431907,78216,1,Isle of Wight
436907,78216,1,Isle of Wight
441907,78216,2,Isle of Wight
446907,78216,1,Isle of Wight
451907,78216,3,Isle of Wight
456907,78216,1,Isle of Wight
461907,78216,1,Isle of Wight
466907,78216,1,Isle of Wight
471907,78216,1,Isle of Wight
476907,78216,1,Isle of Wight
481907,78216,1,Chichester
486907,78216,1,Chichester
491907,78216,1,Chichester
496907,78216,1,Chichester
501907,78216,2,Chichester
506907,78216,3,Arun
511907,78216,3,Arun
516907,78216,3,Worthing
521907,78216,4,Worthing
526907,78216,2,Brighton and Hove
531907,78216,1,Lewes
536907,78216,1,Lewes
541907,78216,5,Lewes
546907,78216,4,Wealden
551907,78216,1,Wealden
556907,78216,2,Eastbourne
561907,78216,2,Eastbourne
566907,78216,2,Eastbourne
571907,78216,2,Eastbourne
576907,78216,2,Eastbourne
581907,78216,1,Eastbourne
586907,78216,1,Hastings
591907,78216,1,Hastings
596907,78216,1,Hastings
601907,78216,1,Rother
606907,78216,2,Rother
611907,78216,2,Folkestone and Hythe
616907,78216,2,Folkestone and Hythe
621907,78216,2,Folkestone and Hythe
626907,78216,2,Folkestone and Hythe
631907,78216,2,Folkestone and Hythe
636907,78216,2,Folkestone and Hythe
641907,78216,2,Folkestone and Hythe
86907,83216,1,Isles of Scilly
91907,83216,1,Cornwall
96907,83216,1,Cornwall
101907,83216,1,Cornwall
106907,83216,1,Cornwall
111907,83216,1,Cornwall
116907,83216,1,Cornwall
121907,83216,1,Cornwall
126907,83216,1,Cornwall
131907,83216,1,Cornwall
136907,83216,1,Cornwall
141907,83216,1,Cornwall
146907,83216,2,Cornwall
151907,83216,2,Cornwall
156907,83216,2,Cornwall
161907,83216,2,Cornwall
166907,83216,2,Cornwall
171907,83216,2,Cornwall
176907,83216,2,Cornwall
181907,83216,2,Cornwall
186907,83216,2,Cornwall
191907,83216,2,Cornwall
196907,83216,3,Cornwall
201907,83216,3,Cornwall
206907,83216,1,Cornwall
211907,83216,1,Cornwall
216907,83216,1,Cornwall
221907,83216,2,Cornwall
226907,83216,1,Cornwall
231907,83216,1,Cornwall
236907,83216,1,West Devon
241907,83216,2,West Devon
246907,83216,1,West Devon
251907,83216,1,West Devon
256907,83216,1,West Devon
261907,83216,1,West Devon
266907,83216,1,West Devon
271907,83216,3,Teignbridge
276907,83216,2,Teignbridge
281907,83216,1,Teignbridge
286907,83216,2,Teignbridge
291907,83216,2,Teignbridge
296907,83216,1,Teignbridge
301907,83216,4,East Devon
306907,83216,3,East Devon
311907,83216,2,East Devon
316907,83216,3,East Devon
321907,83216,2,East Devon
326907,83216,5,East Devon
331907,83216,5,East Devon
336907,83216,3,East Devon
341907,83216,2,East Devon
346907,83216,1,East Devon
351907,83216,2,East Devon
356907,83216,1,Dorset
361907,83216,2,Dorset
366907,83216,2,Dorset
371907,83216,2,Dorset
376907,83216,2,Dorset
381907,83216,1,Dorset
386907,83216,1,Dorset
391907,83216,1,Dorset
396907,83216,2,Dorset
401907,83216,1,Dorset
406907,83216,1,Dorset
411907,83216,2,Dorset
416907,83216,3,"Bournemouth, Christchurch and Poole"
421907,83216,3,"Bournemouth, Christchurch and Poole"
426907,83216,1,Isle of Wight
431907,83216,1,Isle of Wight
436907,83216,2,Isle of Wight
441907,83216,2,Isle of Wight
446907,83216,1,Isle of Wight
451907,83216,1,Isle of Wight
456907,83216,1,Isle of Wight
461907,83216,1,Isle of Wight
466907,83216,1,Isle of Wight
471907,83216,1,Isle of Wight
476907,83216,1,Isle of Wight
481907,83216,1,Chichester
486907,83216,1,Chichester
491907,83216,1,Chichester
496907,83216,2,Chichester
501907,83216,3,Arun
506907,83216,3,Arun
511907,83216,3,Arun
516907,83216,3,Worthing
521907,83216,4,Worthing
526907,83216,2,Brighton and Hove
531907,83216,1,Lewes
536907,83216,1,Lewes
541907,83216,5,Lewes
546907,83216,5,Lewes
551907,83216,1,Wealden
556907,83216,2,Eastbourne
561907,83216,2,Eastbourne
566907,83216,2,Eastbourne
571907,83216,2,Eastbourne
576907,83216,1,Eastbourne
581907,83216,2,Rother
586907,83216,1,Hastings
591907,83216,1,Hastings
596907,83216,1,Rother
601907,83216,1,Rother
606907,83216,2,Folkestone and Hythe
611907,83216,2,Folkestone and Hythe
616907,83216,2,Folkestone and Hythe
621907,83216,2,Folkestone and Hythe
626907,83216,2,Folkestone and Hythe
631907,83216,2,Folkestone and Hythe
636907,83216,2,Folkestone and Hythe
641907,83216,2,Folkestone and Hythe
86907,88216,1,Isles of Scilly
91907,88216,1,Cornwall
96907,88216,1,Cornwall
101907,88216,1,Cornwall
106907,88216,1,Cornwall
111907,88216,1,Cornwall
116907,88216,1,Cornwall
121907,88216,1,Cornwall
126907,88216,1,Cornwall
131907,88216,1,Cornwall
136907,88216,1,Cornwall
141907,88216,2,Cornwall
146907,88216,2,Cornwall
151907,88216,2,Cornwall
156907,88216,2,Cornwall
161907,88216,2,Cornwall
166907,88216,2,Cornwall
171907,88216,2,Cornwall
176907,88216,2,Cornwall
181907,88216,2,Cornwall
186907,88216,2,Cornwall
191907,88216,2,Cornwall
196907,88216,3,Cornwall
201907,88216,1,Cornwall
206907,88216,1,Cornwall
211907,88216,1,Cornwall
216907,88216,1,Cornwall
221907,88216,1,Cornwall
226907,88216,1,Cornwall
231907,88216,1,Cornwall
236907,88216,1,Torridge
241907,88216,1,Torridge
246907,88216,1,West Devon
251907,88216,2,West Devon
256907,88216,1,West Devon
261907,88216,2,West Devon
266907,88216,1,West Devon
271907,88216,1,West Devon
276907,88216,2,Teignbridge
281907,88216,3,Teignbridge
286907,88216,2,Teignbridge
291907,88216,2,Teignbridge
296907,88216,3,East Devon
301907,88216,3,East Devon
306907,88216,4,East Devon
311907,88216,2,East Devon
316907,88216,1,East Devon
321907,88216,1,East Devon
326907,88216,5,East Devon
331907,88216,3,East Devon
336907,88216,2,East Devon
341907,88216,1,East Devon
346907,88216,2,East Devon
351907,88216,1,Dorset
356907,88216,1,Dorset
361907,88216,2,Dorset
366907,88216,1,Dorset
371907,88216,1,Dorset
376907,88216,1,Dorset
381907,88216,1,Dorset
386907,88216,3,Dorset
391907,88216,2,Dorset
396907,88216,2,Dorset
401907,88216,3,"Bournemouth, Christchurch and Poole"
406907,88216,2,"Bournemouth, Christchurch and Poole"
411907,88216,4,"Bournemouth, Christchurch and Poole"
416907,88216,2,"Bournemouth, Christchurch and Poole"
421907,88216,2,"Bournemouth, Christchurch and Poole"
426907,88216,1,New Forest
431907,88216,1,Isle of Wight
436907,88216,1,Isle of Wight
441907,88216,1,Isle of Wight
446907,88216,1,Isle of Wight
451907,88216,2,Isle of Wight
456907,88216,1,Isle of Wight
461907,88216,1,Isle of Wight
466907,88216,1,Isle of Wight
471907,88216,1,Isle of Wight
476907,88216,2,Chichester
481907,88216,1,Chichester
486907,88216,1,Chichester
491907,88216,2,Chichester
496907,88216,1,Arun
501907,88216,4,Arun
506907,88216,3,Arun
511907,88216,3,Arun
516907,88216,4,Worthing
521907,88216,3,Worthing
526907,88216,2,Brighton and Hove
531907,88216,1,Lewes
536907,88216,1,Lewes
541907,88216,5,Lewes
546907,88216,5,Lewes
551907,88216,1,Wealden
556907,88216,1,Eastbourne
561907,88216,2,Eastbourne
566907,88216,2,Eastbourne
571907,88216,1,Eastbourne
576907,88216,5,Eastbourne
581907,88216,2,Rother
586907,88216,2,Hastings
591907,88216,1,Hastings
596907,88216,1,Rother
601907,88216,1,Rother
606907,88216,2,Folkestone and Hythe
611907,88216,2,Folkestone and Hythe
616907,88216,2,Folkestone and Hythe
621907,88216,2,Folkestone and Hythe
626907,88216,2,Folkestone and Hythe
631907,88216,2,Folkestone and Hythe
636907,88216,2,Folkestone and Hythe
641907,88216,2,Folkestone and Hythe
86907,93216,1,Cornwall
91907,93216,1,Cornwall
96907,93216,1,Cornwall
101907,93216,1,Cornwall
106907,93216,1,Cornwall
111907,93216,1,Cornwall
116907,93216,1,Cornwall
121907,93216,1,Cornwall
126907,93216,1,Cornwall
131907,93216,1,Cornwall
136907,93216,2,Cornwall
141907,93216,2,Cornwall
146907,93216,2,Cornwall
151907,93216,2,Cornwall
156907,93216,2,Cornwall
161907,93216,2,Cornwall
166907,93216,2,Cornwall
171907,93216,2,Cornwall
176907,93216,2,Cornwall
181907,93216,2,Cornwall
186907,93216,2,Cornwall
191907,93216,2,Cornwall
196907,93216,1,Cornwall
201907,93216,1,Cornwall
206907,93216,3,Cornwall
211907,93216,3,Cornwall
216907,93216,1,Cornwall
221907,93216,1,Cornwall
226907,93216,1,Cornwall
231907,93216,1,Cornwall
236907,93216,2,Torridge
241907,93216,1,Torridge
246907,93216,1,West Devon
251907,93216,1,West Devon
256907,93216,2,West Devon
261907,93216,2,West Devon
266907,93216,2,West Devon
271907,93216,1,West Devon
276907,93216,1,Mid Devon
