postcodeDistrict,catsPerHousehold,dogsPerHousehold,pre_1900,1900_1929,1930_1945,1945_1964,1965_1982,1983_1999,2000_present,unknown
B6,0.035382792,0.040577729,0.15874722842979438,0.10371010167371644,0.04000973477682368,0.04258353840828073,0.4901931363535472,0.10478436412583805,0.044718892566735516,0.01525300366526396
B60,0.367553877,0.421518514,0.15021579517725006,0.06664205229339709,0.053094608334420555,0.20730282926324498,0.11328770095898748,0.18116090080997677,0.21815581788795668,0.010140295274766361
B61,0.402107724,0.461145592,0.14545256218052835,0.08272586991428094,0.09116014114216825,0.16484290952579445,0.220040065104834,0.12961533694610833,0.1484544672855933,0.01770864790069239
B62,0.268346132,0.307744986,0.050852993452967336,0.17591668451296957,0.2255201441826688,0.1932201961733663,0.21832357338854147,0.09491226695936793,0.038273491148560004,0.0029806501815585664
B63,0.215501788,0.247141981,0.053310601689779843,0.08664447542456744,0.1343163479275295,0.24933911775613726,0.33141266035870015,0.08031125095439373,0.06256438304282134,0.002101162846070816
B64,0.193882846,0.222348923,0.06628994978673304,0.20684795314725732,0.09279553999287786,0.12865677886759438,0.21425585612839548,0.1613975437325308,0.12231546831955611,0.007440910025055063
B65,0.301904541,0.346230475,0.04405842849377546,0.1907694699634362,0.12816689549698615,0.20805028017969188,0.23441779496065265,0.130938552832672,0.059114899145494684,0.004483678927290987
B66,0.131219764,0.150485584,0.2080275502075714,0.14084952766246278,0.024700803861593706,0.035790093616966806,0.2585526837533597,0.1750760862738777,0.14472732042262978,0.012275934201538047
B67,0.118670827,0.136094199,0.18674313088768538,0.3908185419166244,0.14302027502071663,0.06592025262342271,0.12247733900741174,0.04921806033480604,0.026426354393641365,0.015376045815691734
B68,0.155011374,0.177770303,0.051519797311921196,0.16524516457704133,0.28920217609128374,0.2501206658365858,0.11182769124098278,0.062244183549247545,0.06211381523995727,0.007726506152980325
B69,0.224083276,0.256983411,0.07097818969193824,0.13650964838858148,0.07561600064004072,0.18023934537711656,0.21810239825964667,0.14335541405914015,0.16146578047094062,0.01373322311259557
B7,0.056462584,0.064752478,0.06635968330620826,0.007755871290436528,0.02841379857528398,0.2672773541283939,0.3753311962339267,0.11460042042891423,0.10234984811849877,0.03791182791833771
B70,0.120395922,0.138072575,0.13629941498379516,0.08239657079645255,0.18559974316379382,0.16442602069136486,0.17817540482397817,0.07142222934827046,0.17370588280675942,0.007974733385585549
B71,0.160847759,0.184463591,0.03389319583502227,0.16394990538724533,0.17934034041344385,0.3010265609911914,0.13058931506520144,0.05620118285638413,0.1274721251588772,0.0075273742926343975
B72,0.137453337,0.157634377,0.051685416423173494,0.2657675228738749,0.13179625292054462,0.16794223339207084,0.19249190475824265,0.10009175244405707,0.07666187573923705,0.01356304144879935
B73,0.173327367,0.198775469,0.04711153394641702,0.30320476836696486,0.1679584834939536,0.17944298223146427,0.14570607868690594,0.07861211613007202,0.06924892906794235,0.008715108076279942
B74,0.245586607,0.281643884,0.01999031711135047,0.13968339497013704,0.07895348532318403,0.3458590835012696,0.21481420966393822,0.10822392875276135,0.08374302792099174,0.008732552756367555
B75,0.155197236,0.177983453,0.02902889945626329,0.12390133323238732,0.06626909168145695,0.44314904198005656,0.14785363846581256,0.0706779217692838,0.1143553726462479,0.004764700768491579
B76,0.137929045,0.158179928,0.030866241520905592,0.07667651075690628,0.06112912535401334,0.19724785288408983,0.32892046818362175,0.23550023535639297,0.05909405851240266,0.010565507431667575
B77,0.16855405,0.193301328,0.03971506930570667,0.04995329192006362,0.04043911702011788,0.08867766792707106,0.3937653321681187,0.24444110592006837,0.13546429558197653,0.007544120156877073
B78,0.395098488,0.453107252,0.1016789266424071,0.08701182486812153,0.0675651847746671,0.17827710422290655,0.28770384403925425,0.1848125441702882,0.07057075135983876,0.02237981992251653
B79,0.411624875,0.47206006,0.12997035367926899,0.047457333474587596,0.04355293237795103,0.16617583130111221,0.35539746357155894,0.14460556205284802,0.0962012709621878,0.016639252580485393
B8,0.062358566,0.071514115,0.26022951140601486,0.4391773938831381,0.06297864206671451,0.05380608231139632,0.05525159210961631,0.0695633470432525,0.04113015405402923,0.01786327712583814
B80,0.324235845,0.371840484,0.1566829606631089,0.060536399880939236,0.033623541357066154,0.28138141706432296,0.18454862098118902,0.17769006497144582,0.08787488107254886,0.017662114009379015
B9,0.086296887,0.098967084,0.3211651988253485,0.3185848407153996,0.06753328601303364,0.027568301158486165,0.030868847522337976,0.20250679330208923,0.020604534806276237,0.011168197657028632
B90,0.516020376,0.591783015,0.0073579894912108946,0.036054328077035236,0.25740150757420815,0.3029609381966812,0.17363181576560008,0.10619110562751902,0.09350330101433088,0.022899014253414562
B91,0.615688932,0.706085011,0.004985270811662084,0.07236826198252888,0.1175426966599616,0.23735671108647996,0.23683950062083442,0.17978139893448947,0.12475063695558175,0.026375522948461773
B92,0.410990497,0.471332542,0.0269546348325878,0.05556153824514482,0.22697756197561056,0.277181272862106,0.2000885290748706,0.1300415061374103,0.062433029840335705,0.02076192703193429
B93,0.333581739,0.382558552,0.10396264125285064,0.06394110101016093,0.08149598574100167,0.2595629362298767,0.2808137694526825,0.12538852041004572,0.045521224451823314,0.03931382145155845
B94,0.564611192,0.647507985,0.19327312906679567,0.09587655248208991,0.06972077961192134,0.1825898448752668,0.21613721948865172,0.1076180583908143,0.09737064915856815,0.03741376692589207
B95,0.261149553,0.299491797,0.21236893664309436,0.06141808723840871,0.04382146375543404,0.20073613674937507,0.1407978713044724,0.24839573935262413,0.06555352242591957,0.0269082425306717
B96,0.719839706,0.825527308,0.3059063062670664,0.0482075225575071,0.05417909412723916,0.14054047441267836,0.11050228290228835,0.20685918400450853,0.11705903506168544,0.016746100667026583
B97,0.365039719,0.418635224,0.08752374174166655,0.0910481577274033,0.07981738769765997,0.17873905723322475,0.09893540896741382,0.2608634448175606,0.19897628581124271,0.004096516003828319
B98,0.166707588,0.191183767,0.05970244668797721,0.05483658724611415,0.036257154244752475,0.1102796881476671,0.498597545512881,0.12761611715507457,0.10925725872380898,0.0034532022817245294
BA1,0.407478671,0.467305106,0.5592017505617232,0.032231464702429546,0.047089633503165154,0.10995819064676568,0.11082380252505512,0.05523004759403851,0.06716496098772878,0.01830014947909402
BA10,0.771927454,0.885262633,0.28368011147489264,0.06660972089004236,0.044637964335882484,0.10762883646394993,0.11135151674044558,0.2141603256419546,0.11244255520816804,0.05948896924466433
BA11,0.77660139,0.890622801,0.2744624942282496,0.028800355476710067,0.03605687038665418,0.10920968962356643,0.22802798966980187,0.16116474825171714,0.1363473736849308,0.02593047867836993
BA12,0.839206404,0.962419547,0.3005047363141219,0.02929460663084876,0.04427152094707711,0.14789690870278538,0.2065738829589693,0.17713457279834896,0.08767401885661734,0.006649752791231209
BA13,0.313826709,0.359903068,0.169854944760221,0.04818830239820102,0.04357147428001558,0.1135335576573749,0.21984128643765893,0.22018169514331717,0.17646389321310446,0.008364846110107016
BA14,0.20826038,0.238837382,0.16801161269278883,0.04618064386203208,0.06337149193034827,0.12024087444819967,0.22754084243790265,0.1726454281362602,0.19348388981800815,0.008525216674460153
BA15,0.362766239,0.416027949,0.25377111380849615,0.057554858242331836,0.026423828745121048,0.11127115921888521,0.2997231630105468,0.13320662328395205,0.10728440067572034,0.010764853014946606
BA16,0.248139559,0.284571663,0.1637197362136152,0.04863943851053991,0.046290242301892326,0.16906883224718028,0.18734497724336965,0.1894262636346361,0.17661905707717315,0.01889145277159342
BA2,0.573299514,0.657471935,0.3671386607741415,0.08119156836269338,0.0670379917329496,0.15472047568232905,0.14286152182837286,0.08528519167930315,0.08240841942085718,0.019356170519353278
BA20,0.314024929,0.36013039,0.13987019966433048,0.11029414703928342,0.15765133540570947,0.06745654201590368,0.17147378111534503,0.18446787016066374,0.14852007269316156,0.020266051905602638
BA21,0.332165154,0.380933982,0.09391516931000249,0.09879330645631243,0.12235486121336131,0.16975285871592657,0.2272170184879415,0.13730002526899307,0.13723710654772187,0.013429653999740715
BA22,0.885763867,1.015812625,0.25643653209791806,0.051828437457836544,0.06549940411211087,0.11941283932318023,0.17980498406499335,0.16730129326002344,0.12070484942501054,0.03901166025892708
BA3,0.539025834,0.618166159,0.26483128768413033,0.07541987498609949,0.05311822042690282,0.13934712935527785,0.20967548833271124,0.1268043505868625,0.10601875069378659,0.02478489793422912
BA4,0.91984185,1.054893971,0.28254955565356527,0.03356795619911114,0.039816333059523874,0.10471661130443403,0.1627555351589815,0.17710308802107688,0.1572200680590758,0.04227085254423152
BA5,0.626094796,0.718018674,0.2285870051711979,0.03638938677766309,0.04062784306821754,0.14389310216269283,0.22447252154646397,0.17714807916524178,0.10787375099101677,0.041008311117506184
BA6,0.664595375,0.762171948,0.2190680102551928,0.05966826410987402,0.04341143908983341,0.12457488544091887,0.16160353773503436,0.1772889140813956,0.18860217071384186,0.025782778573909055
BA7,2.268248141,2.601274654,0.2450521246010934,0.0733058969239133,0.056326135312484045,0.09579968394490002,0.18425988363788065,0.21113513920443697,0.10262627047390577,0.03149486590138578
BA8,0.693823469,0.795691341,0.24907162989936235,0.07244986098175026,0.03564637444565198,0.0661475934205191,0.1739445873689553,0.16561956191163044,0.18865513984294974,0.048465252129180944
BA9,1.010895744,1.159316492,0.20875712649892533,0.05714401869391448,0.03938307082970175,0.12270107671110927,0.1312416533292585,0.18521826887559129,0.20791808315788596,0.04763670190361343
BB1,0.284003984,0.32570174,0.30379128828280666,0.09363135751832126,0.06217783852512517,0.12052752673575601,0.20264057488919068,0.14111037727452078,0.05971395478988787,0.016407081984391465
BB10,0.129254487,0.148231763,0.3598018702720877,0.15726470803738443,0.0632068692168253,0.10404683032947327,0.19691828871930916,0.07898350376971783,0.032941952818662475,0.006835976836539828
BB11,0.203059679,0.232873109,0.5556375604846329,0.08353498473329567,0.07656143128248735,0.014889629200471878,0.09461389228850821,0.11451158949150506,0.0514084919475192,0.008842420571579858
BB12,0.2239076,0.256781943,0.4142817239689398,0.07978670833493914,0.03819102658547605,0.08363175238956991,0.16274193465047038,0.14076325847713034,0.05711150367122065,0.023492091922253773
BB18,0.661197756,0.758275487,0.32041671252725357,0.3149058105721024,0.013748651328240621,0.10685248040325417,0.0940497900915707,0.06714021441726244,0.06469313097487932,0.0181932096854368
BB2,0.372126242,0.426762198,0.26705018304562106,0.07426364516187516,0.04125723319364289,0.13685975893531088,0.19927867824554965,0.15166758630690708,0.10519375445436574,0.024429160656727546
BB3,0.328592282,0.376836537,0.45439276540543666,0.06736614492726002,0.020421557178698976,0.08273031113971115,0.14128658900997704,0.090391701580503,0.11041200369581648,0.032998927062596696
BB4,0.236221909,0.270904252,0.38365756406416074,0.07895289194435774,0.07829138367322538,0.08875062884412509,0.17022207844237955,0.10201740376208061,0.07319001796680846,0.024918031302862388
BB5,0.151253329,0.173460497,0.4503990499501622,0.10180931308399019,0.0400519757374869,0.08835706981589501,0.11248105015880601,0.12110953527977572,0.06539604991429536,0.02039595605958863
BB6,0.416254745,0.477369692,0.3225148054779422,0.10655310284681331,0.04162278131857161,0.14079604060773693,0.11436742928203399,0.14185075698776942,0.10894321334270779,0.023351870136424705
AB99,0.0,0.0,,,,,,,,
B99,0.0,0.0,0.001510574018126888,0.0,0.0,0.0,0.876132930513595,0.12084592145015106,0.0,0.001510574018126888
BB7,0.556802075,0.638552325,0.38239509747433403,0.08190247541685217,0.04789028773101488,0.11732522878014527,0.09895782024514331,0.1550152662832763,0.08363243205905417,0.032881392010179894
BB8,0.622009836,0.713333957,0.42597248398373816,0.1789560626171376,0.05072162829067636,0.08563081026592413,0.09145286379992795,0.07073054377168353,0.07054584991075936,0.02598975736015287
BB9,0.449270006,0.515232288,0.4316314734960998,0.24241164031074475,0.06185862850367662,0.04447045996339815,0.07745382485764843,0.08167291345674474,0.0457816508024001,0.014719408609287386
BD1,0.110608772,0.126848465,0.236899771577518,0.04971952598484587,0.023950512057931035,0.025223399172666874,0.03460372876749178,0.06698801826595767,0.5293301442324859,0.03328489994110284
BD10,0.385197682,0.4417528,0.14818909113812676,0.11011431276983222,0.050195898357025974,0.19441336541792797,0.13522573438452476,0.1694985200755364,0.16861160785162968,0.023751470005396184
BD11,1.016993783,1.166309851,0.168128383251941,0.05957416250287018,0.13816625481212366,0.15222021362081253,0.23950234064445272,0.07353051304570131,0.13734393100435624,0.03153420111774239
BD12,0.164744432,0.188932379,0.26421125836156883,0.08795379975619598,0.06690576762196566,0.13269054839219216,0.27852710535809105,0.10141860914926949,0.05731666084054022,0.010976250520176655
BD13,0.108997984,0.125001179,0.33428386120749026,0.06642724501597837,0.06343098420063624,0.06538738201600312,0.19472085876217674,0.11384999604564813,0.13549894127727938,0.02640073147478776
BD14,0.100114063,0.114812912,0.2619469231969043,0.10703542681223496,0.06786255317794862,0.12451439660372982,0.2692105664191009,0.07379549834501244,0.0798738355775377,0.015760799867531164
BD15,0.19724113,0.226200274,0.1682368534561847,0.03850322956881425,0.04497708678211947,0.276316614442726,0.21475453496788097,0.15128187892749392,0.08697932206710808,0.018950479787672603
BD16,0.265972274,0.305022595,0.23484270898406087,0.10443981083917661,0.105540935406623,0.12995442211366398,0.13262058574906413,0.11695705701300836,0.15269445041286686,0.022950029481536266
BD17,0.420959603,0.482765322,0.10750515215391895,0.09247995687220059,0.09678175950019512,0.18235159265494216,0.24027593365944402,0.08427501893656106,0.1757143913526114,0.02061619487012665
BD18,0.573481318,0.657680432,0.22301952243681353,0.16395345982008114,0.13835360327551563,0.12819472341109292,0.1225462498915504,0.0372383524632818,0.16687630149749647,0.019817787204168085
BD19,0.357080112,0.409506979,0.25581952551441267,0.09858488459544816,0.061087016545276415,0.18185835766050476,0.16472588151255035,0.07823206575709384,0.14207728021706797,0.0176149881976458
BD2,0.342537153,0.392828809,0.1911484375379276,0.1527758704836193,0.15439906947769855,0.1864609544895359,0.11880756662601302,0.08281393376280911,0.1004274993508916,0.013166668271504938
BD20,1.088363902,1.248158603,0.2729519668567351,0.1088048856127554,0.090733298492204,0.11197215243040583,0.18148355251174214,0.11387873266802456,0.09867626459998909,0.02149914682814387
BD21,0.458775162,0.526133,0.3885683332868056,0.15097130569446252,0.10618227212332933,0.10181525112269639,0.11592840534742892,0.05186359863833094,0.049588123132375005,0.035082710654571386
BD22,0.174243398,0.199825992,0.3925252806571241,0.04887006702237451,0.05691387808107996,0.1394565972461474,0.14130478142208636,0.10596394409813749,0.09279735760957686,0.022168093863473386
BD23,0.772493362,0.885911628,0.37367087103720964,0.08340017198400353,0.0762425096365149,0.07275262386587869,0.11031401182647436,0.1614383718019973,0.11272094716907677,0.009460492678844802
BD24,1.738749423,1.994034393,0.3536885609994598,0.06612531781886544,0.050666006480137,0.09236836423043701,0.11223131567094415,0.1345053374237735,0.1345676948782204,0.05584740249816276
BD3,0.371801992,0.426390341,0.46702521127352237,0.14889350440508686,0.06344345677899595,0.030564265434444526,0.09146167719848365,0.07213357057582426,0.11071340461338734,0.01576490972025509
BD4,0.364448626,0.417957346,0.18177660941128243,0.07767292886336348,0.0899576502728562,0.22691327518990467,0.15804149122565367,0.11919037286793763,0.11854589297759717,0.027901779191404727
BD5,0.107724429,0.12354064,0.2858192404725233,0.09660894770432096,0.15152027203194612,0.06098053973212608,0.21219261760020375,0.0964532636535022,0.07712812057881926,0.019296998226558372
BD6,0.1005404,0.115301844,0.15107416862625525,0.10161235764696781,0.13382629879442318,0.22900876453644023,0.14489886269839106,0.10924027383881282,0.10987674057504401,0.02046253328366556
BD7,0.105838931,0.121378311,0.369062290921627,0.17456537080798612,0.08742558006486288,0.05751415318777143,0.12220665554909223,0.06248598363500425,0.1061590280385875,0.020580937795068574
BD8,0.154711534,0.177426439,0.4246998523051901,0.09818472376654779,0.06363448256839066,0.033230993193641416,0.12930432884995427,0.1264980071394502,0.11261402197530512,0.011833590201520416
BD9,0.239866813,0.275084304,0.24312421194606487,0.3151383647262367,0.07057125723131288,0.06965445269985548,0.13289222889153,0.04880966180028058,0.10733614713364374,0.01247367557107576
BH1,0.222037787,0.254637602,0.37994429135943947,0.08610542514122663,0.06625075710130772,0.033221351452057415,0.07882980972611199,0.15060512439408405,0.18891383695751054,0.01612940386826213
BH10,0.296266422,0.339764561,0.020522807393175337,0.1113073250553457,0.27080754307992977,0.27391941619512866,0.14633036474725758,0.0932091153586621,0.08160358612751278,0.002299842042988151
BH11,0.261857902,0.300304148,0.010098348262848802,0.03126341909360821,0.08017016894711075,0.39820861221632947,0.24955275015478706,0.16204583812493165,0.06660322881250758,0.00205763438787654
BH12,0.239504116,0.274668355,0.07841934860482812,0.09694460362843126,0.1225400775151011,0.22847850858992044,0.25873870435876684,0.15275534665873403,0.0528863248431129,0.009237085801105336
