dateTime,stationReference,parameter,qualifier,unitName,value
2021-10-10T00:00:00Z,1416TH,level,Stage,mASD,1.495
2021-10-10T00:00:00Z,1420TH,level,Stage,mASD,0.129
2021-10-10T00:00:00Z,1431TH,level,Stage,mASD,0.719
2021-10-10T00:00:00Z,1437TH,level,Stage,mASD,0.098
2021-10-10T00:00:00Z,1453TH,level,Stage,mASD,0.423
2021-10-10T00:00:00Z,1460_w1TH,level,Stage,mASD,0.276
2021-10-10T00:00:00Z,1460_w2TH,level,Stage,mASD,-0.109
2021-10-10T00:00:00Z,1465TH,level,Stage,mASD,0.844
2021-10-10T00:00:00Z,1471TH,level,Stage,mASD,0.057
2021-10-10T00:00:00Z,1483TH,level,Stage,mASD,0.754
2021-10-10T00:00:00Z,1484TH,level,Stage,mASD,0.379
2021-10-10T00:00:00Z,1486TH,level,Stage,mASD,0.955
2021-10-10T00:00:00Z,1489TH,level,Stage,mASD,6.826
2021-10-10T00:00:00Z,1490TH,level,Stage,mASD,4.711
2021-10-10T00:00:00Z,1491TH,level,Stage,mASD,1.758
2021-10-10T00:00:00Z,1501TH,level,Stage,mASD,0.135
2021-10-10T00:00:00Z,1502TH,level,Stage,mASD,0.071
2021-10-10T00:00:00Z,1503TH,level,Stage,mASD,0.084
2021-10-10T00:00:00Z,151816001,level,Stage,mASD,0.208
2021-10-10T00:00:00Z,1552,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1602,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1603,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1606,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1635TH,level,Stage,mASD,1.061
2021-10-10T00:00:00Z,1645TH,level,Stage,mASD,0.854
2021-10-10T00:00:00Z,1674TH,level,Stage,mASD,0.297
2021-10-10T00:00:00Z,1675TH,level,Stage,mASD,0.83
2021-10-10T00:00:00Z,1679TH,level,Stage,mASD,0.617
2021-10-10T00:00:00Z,1681TH,level,Stage,mASD,0.5
2021-10-10T00:00:00Z,1687,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1712,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1713,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1740,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1745TH,level,Stage,mASD,0.085
2021-10-10T00:00:00Z,1747,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1748,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1756TH,level,Stage,mASD,0.466
2021-10-10T00:00:00Z,1757TH,level,Stage,mASD,0.519
2021-10-10T00:00:00Z,1760,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1761,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1761TH,level,Stage,mASD,0.11
2021-10-10T00:00:00Z,1769,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1770,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1771,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1771TH,level,Stage,mASD,0.019
2021-10-10T00:00:00Z,1773,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1774,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1790TH,level,Stage,mASD,0.124
2021-10-10T00:00:00Z,1792,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1793,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1794,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1796TH,level,Stage,mASD,0.515
2021-10-10T00:00:00Z,1799TH,level,Stage,mASD,0.169
2021-10-10T00:00:00Z,1801TH,level,Stage,mASD,0.214
2021-10-10T00:00:00Z,1812,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1813,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1814,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1817,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1819,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1822SO,rainfall,Tipping Bucket Raingauge,mm,0.0
2021-10-10T00:00:00Z,1899TH,level,Stage,mASD,0.122
2021-10-10T00:00:00Z,1904TH,level,Stage,mASD,0.076
2021-10-10T00:00:00Z,1911TH,level,Stage,mASD,0.913
2021-10-10T00:00:00Z,1919TH,level,Stage,mASD,0.472
2021-10-10T00:00:00Z,1922TH,level,Stage,mASD,0.295
