dateTime,stationReference,parameter,qualifier,unitName,value
2023-10-20T00:00:00Z,4205,level,Stage,mASD,0.137
2023-10-20T00:00:00Z,E6380,level,Stage,mAOD,2.146
2023-10-20T00:00:00Z,E7270,rainfall,Tipping Bucket Raingauge,mm,1.4
2023-10-20T00:00:00Z,2653,level,Stage,mASD,0.119
2023-10-20T00:00:00Z,3697TH,level,Downstream Stage,mASD,1.617
2023-10-20T00:00:00Z,3996,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,2321SO,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,0503SO,level,Stage,mASD,0.336
2023-10-20T00:00:00Z,E21589,rainfall,Tipping Bucket Raingauge,mm,0.400
2023-10-20T00:00:00Z,2607TH,level,Downstream Stage,mASD,2.786
2023-10-20T00:00:00Z,1606,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,1503TH,level,Downstream Stage,mASD,1.912
2023-10-20T00:00:00Z,5151TH,level,Stage,mASD,1.229
2023-10-20T00:00:00Z,1489TH,level,Stage,mASD,6.828
2023-10-20T00:00:00Z,E10120,rainfall,Tipping Bucket Raingauge,mm,0.4
2023-10-20T00:00:00Z,E46061,rainfall,Tipping Bucket Raingauge,mm,0.200
2023-10-20T00:00:00Z,4082,level,Stage,mASD,1.615
2023-10-20T00:00:00Z,1602,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,552376,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E1890,level,Stage,mASD,0.155
2023-10-20T00:00:00Z,4044,level,Stage,mASD,0.151
2023-10-20T00:00:00Z,1984TH,level,Stage,mASD,1.135
2023-10-20T00:00:00Z,083280,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,2002,level,Stage,mASD,1.249
2023-10-20T00:00:00Z,E22268,rainfall,Tipping Bucket Raingauge,mm,0.400
2023-10-20T00:00:00Z,3806TH,level,Stage,mASD,0.380
2023-10-20T00:00:00Z,E4482,level,Stage,mASD,0.178
2023-10-20T00:00:00Z,2615,level,Stage,mASD,1.869
2023-10-20T00:00:00Z,3232TH,level,Stage,mASD,1.161
2023-10-20T00:00:00Z,4761,level,Stage,mASD,0.178
2023-10-20T00:00:00Z,289102TP,rainfall,Tipping Bucket Raingauge,mm,1.6
2023-10-20T00:00:00Z,2432TH,level,Downstream Stage,mASD,1.679
2023-10-20T00:00:00Z,4177,level,Stage,mASD,1.011
2023-10-20T00:00:00Z,015347,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,3061TH,level,Stage,mASD,1.263
2023-10-20T00:00:00Z,4380TH,level,Stage,mASD,0.982
2023-10-20T00:00:00Z,E14430,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E10440,level,Stage,mASD,0.239
2023-10-20T00:00:00Z,270669TP,rainfall,Tipping Bucket Raingauge,mm,0.6
2023-10-20T00:00:00Z,2803TH,level,Stage,mASD,0.286
2023-10-20T00:00:00Z,5339TH,level,Stage,mASD,0.246
2023-10-20T00:00:00Z,E60701,level,Stage,mASD,0.205
2023-10-20T00:00:00Z,4158,level,Stage,mASD,1.582
2023-10-20T00:00:00Z,E12810,level,Stage,mASD,0.097
2023-10-20T00:00:00Z,2040,level,Stage,mASD,0.313
2023-10-20T00:00:00Z,E7780,rainfall,Tipping Bucket Raingauge,mm,0.5
2023-10-20T00:00:00Z,006077,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,E6280,rainfall,Tipping Bucket Raingauge,mm,3.0
2023-10-20T00:00:00Z,E2365,rainfall,Tipping Bucket Raingauge,mm,0.100
2023-10-20T00:00:00Z,1486TH,level,Stage,mASD,1.088
2023-10-20T00:00:00Z,055807_TG_320,level,Stage,mASD,1.802
2023-10-20T00:00:00Z,3099,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,238605TP,rainfall,Tipping Bucket Raingauge,mm,1.6
2023-10-20T00:00:00Z,2293TH,level,Stage,mASD,1.190
2023-10-20T00:00:00Z,E13600,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,0323SO,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,300001TP,rainfall,Tipping Bucket Raingauge,mm,0.7
2023-10-20T00:00:00Z,4050TH,level,Stage,mASD,0.924
2023-10-20T00:00:00Z,E8770,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,035488,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,0290TH,level,Downstream Stage,mASD,0.441
2023-10-20T00:00:00Z,1302TH,level,Stage,mASD,0.030
2023-10-20T00:00:00Z,577271,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,1080TH,level,Stage,mASD,0.595
2023-10-20T00:00:00Z,2129,level,Stage,mASD,0.186
2023-10-20T00:00:00Z,0710TH,level,Stage,mASD,2.551
2023-10-20T00:00:00Z,1087,rainfall,Tipping Bucket Raingauge,mm,0.8
2023-10-20T00:00:00Z,2666,level,Stage,mASD,0.258
2023-10-20T00:00:00Z,E1672,level,Stage,mASD,1.487
2023-10-20T00:00:00Z,3346,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,240201TP,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,2814TH,level,Stage,mASD,1.270
2023-10-20T00:00:00Z,4710,level,Stage,mASD,0.850|0.847
2023-10-20T00:00:00Z,E24957,rainfall,Tipping Bucket Raingauge,mm,0.490
2023-10-20T00:00:00Z,301666,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,0350TH,level,Stage,mAOD,-1.258
2023-10-20T00:00:00Z,E60101,level,Stage,mASD,0.234
2023-10-20T00:00:00Z,2621,level,Stage,mASD,0.640
2023-10-20T00:00:00Z,3803TH,level,Stage,mASD,7.302
2023-10-20T00:00:00Z,E12450,level,Stage,mASD,0.538
2023-10-20T00:00:00Z,5459TH,level,Stage,mASD,1.205
2023-10-20T00:00:00Z,1923TH,level,Stage,mASD,0.875
2023-10-20T00:00:00Z,2255,level,Stage,mASD,0.356
2023-10-20T00:00:00Z,3635TH,level,Stage,mASD,0.805
2023-10-20T00:00:00Z,2915,level,Stage,mASD,2.401
2023-10-20T00:00:00Z,261923TP,rainfall,Tipping Bucket Raingauge,mm,0.5
2023-10-20T00:00:00Z,5380TH,level,Stage,mASD,0.402
2023-10-20T00:00:00Z,290200TP,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,2549,level,Stage,mASD,0.279
2023-10-20T00:00:00Z,5442TH,level,Stage,mASD,0.836
2023-10-20T00:00:00Z,2702TH,level,Downstream Stage,mASD,2.605
2023-10-20T00:00:00Z,2896TH,level,Downstream Stage,mASD,-0.145
2023-10-20T00:00:00Z,E2420,rainfall,Tipping Bucket Raingauge,mm,0.1
2023-10-20T00:00:00Z,4183,level,Stage,mASD,0.466
2023-10-20T00:00:00Z,4019,level,Stage,mASD,1.979
2023-10-20T00:00:00Z,3235TH,level,Stage,mASD,2.625
2023-10-20T00:00:00Z,E22137,level,Stage,mASD,0.194
2023-10-20T00:00:00Z,4189TH,level,Downstream Stage,mASD,0.026
2023-10-20T00:00:00Z,E4330,level,Stage,mASD,0.181
2023-10-20T00:00:00Z,E3474,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E44101,rainfall,Tipping Bucket Raingauge,mm,0.800
2023-10-20T00:00:00Z,2034,level,Stage,mASD,0.736
2023-10-20T00:00:00Z,E44081,rainfall,Tipping Bucket Raingauge,mm,0.000
2023-10-20T00:00:00Z,4164,level,Stage,mASD,0.477
2023-10-20T00:00:00Z,1801TH,level,Downstream Stage,mASD,2.282
2023-10-20T00:00:00Z,E21852,level,Stage,mASD,1.325
2023-10-20T00:00:00Z,3028TH,level,Stage,mASD,1.192
2023-10-20T00:00:00Z,E7061,level,Stage,mASD,0.375
2023-10-20T00:00:00Z,2700,level,Stage,mASD,9.969
2023-10-20T00:00:00Z,4391TH,level,Stage,mASD,0.389
2023-10-20T00:00:00Z,1040,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,570788,rainfall,Tipping Bucket Raingauge,mm,0.1
2023-10-20T00:00:00Z,E14940,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,277407TP,rainfall,Tipping Bucket Raingauge,mm,0.9
2023-10-20T00:00:00Z,3179,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,E15500,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,043533,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,1995TH,level,Stage,mASD,0.077
2023-10-20T00:00:00Z,E8040,rainfall,Tipping Bucket Raingauge,mm,0.4
2023-10-20T00:00:00Z,E4823,level,Stage,mASD,0.326
2023-10-20T00:00:00Z,E72239,level,Tidal Level,mAOD,-0.297
2023-10-20T00:00:00Z,573674,rainfall,Tipping Bucket Raingauge,mm,0.6
2023-10-20T00:00:00Z,1201TH,level,Stage,mASD,0.010
2023-10-20T00:00:00Z,586493,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E15260,level,Stage,mASD,0.282
2023-10-20T00:00:00Z,E10368,level,Stage,mASD,0.257
2023-10-20T00:00:00Z,4126,level,Stage,mASD,1.719
2023-10-20T00:00:00Z,2830TH,level,Downstream Stage,mASD,-0.338
2023-10-20T00:00:00Z,1414TH,level,Stage,mASD,1.690
2023-10-20T00:00:00Z,2879_w2TH,level,Downstream Stage,mASD,0.047
2023-10-20T00:00:00Z,4387TH,level,Stage,mAOD,22.851
2023-10-20T00:00:00Z,E24894,rainfall,Tipping Bucket Raingauge,mm,0.000
2023-10-20T00:00:00Z,5518TH,level,Stage,mASD,0.468
2023-10-20T00:00:00Z,E22683,rainfall,Tipping Bucket Raingauge,mm,0.000
2023-10-20T00:00:00Z,074924,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E4412,level,Stage,mASD,0.939
2023-10-20T00:00:00Z,E24795,level,Stage,mASD,0.452
2023-10-20T00:00:00Z,2261,level,Stage,mASD,0.399
2023-10-20T00:00:00Z,E642,level,Stage,mASD,0.531
2023-10-20T00:00:00Z,L3211,level,Downstream Stage,mASD,1.132
2023-10-20T00:00:00Z,5546TH,level,Stage,mASD,1.138
2023-10-20T00:00:00Z,E8221,level,Stage,mASD,0.459
2023-10-20T00:00:00Z,E670,level,Stage,mASD,1.259
2023-10-20T00:00:00Z,290578TP,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E73039,level,Tidal Level,mAOD,0.511
2023-10-20T00:00:00Z,013045,rainfall,Tipping Bucket Raingauge,mm,0.5
2023-10-20T00:00:00Z,2937TH,level,Stage,mASD,1.455
2023-10-20T00:00:00Z,E1976,rainfall,Tipping Bucket Raingauge,mm,0.100
2023-10-20T00:00:00Z,2091,level,Stage,mASD,1.364
2023-10-20T00:00:00Z,2901TH,level,Downstream Stage,mASD,2.946
2023-10-20T00:00:00Z,3642,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,2094,level,Stage,mASD,0.910
2023-10-20T00:00:00Z,E21609,level,Stage,mASD,0.287
2023-10-20T00:00:00Z,E5670,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,4040,level,Downstream Stage,mASD,-0.290
2023-10-20T00:00:00Z,4123,level,Stage,mASD,1.360
2023-10-20T00:00:00Z,2223,level,Stage,mASD,0.199
2023-10-20T00:00:00Z,E8480,rainfall,Tipping Bucket Raingauge,mm,0.4
2023-10-20T00:00:00Z,4079,level,Stage,mASD,0.578
2023-10-20T00:00:00Z,2486TH,level,Stage,mASD,0.772
2023-10-20T00:00:00Z,5112TH,level,Stage,mASD,0.458
2023-10-20T00:00:00Z,4180,level,Stage,mASD,0.467
2023-10-20T00:00:00Z,3056TH,level,Stage,mASD,0.925
2023-10-20T00:00:00Z,E24807,level,Stage,mASD,1.246
2023-10-20T00:00:00Z,3075TH,level,Stage,mASD,0.913
2023-10-20T00:00:00Z,1770,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,4730TH,level,Stage,mASD,0.075
2023-10-20T00:00:00Z,264845TP,rainfall,Tipping Bucket Raingauge,mm,1.0
2023-10-20T00:00:00Z,E11350,level,Stage,mASD,1.192
2023-10-20T00:00:00Z,4155,level,Stage,mASD,0.720
2023-10-20T00:00:00Z,2052,level,1,mASD,0.646
2023-10-20T00:00:00Z,E5660,rainfall,Tipping Bucket Raingauge,mm,0.7
2023-10-20T00:00:00Z,2003TH,level,Stage,mASD,0.130
2023-10-20T00:00:00Z,550148,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E19031,level,Stage,mASD,0.731
2023-10-20T00:00:00Z,080282,rainfall,Tipping Bucket Raingauge,mm,2.8
2023-10-20T00:00:00Z,4389TH,level,Stage,mASD,0.165
2023-10-20T00:00:00Z,E7071,level,Stage,mASD,0.199
2023-10-20T00:00:00Z,2024,level,Stage,mASD,0.366
2023-10-20T00:00:00Z,5378TH,level,Stage,mASD,1.157
2023-10-20T00:00:00Z,E10500,rainfall,Tipping Bucket Raingauge,mm,0.9
2023-10-20T00:00:00Z,2569TH,level,Downstream Stage,mASD,-0.122
2023-10-20T00:00:00Z,E13580,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,4815,level,Stage,mASD,0.568
2023-10-20T00:00:00Z,SE730,level,Stage,mASD,0.149
2023-10-20T00:00:00Z,3850TH,level,Stage,mASD,0.360
2023-10-20T00:00:00Z,1760,rainfall,Tipping Bucket Raingauge,mm,0.6
2023-10-20T00:00:00Z,281186TP,rainfall,Tipping Bucket Raingauge,mm,0.8
2023-10-20T00:00:00Z,2880TH,level,Downstream Stage,mASD,0.518
2023-10-20T00:00:00Z,558016,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,4006,level,Stage,mASD,1.409
2023-10-20T00:00:00Z,4193,level,Stage,mASD,2.912
2023-10-20T00:00:00Z,2609,level,Stage,mASD,0.411
2023-10-20T00:00:00Z,4843,level,Stage,mASD,0.759
2023-10-20T00:00:00Z,5190TH,level,Stage,mASD,1.400
2023-10-20T00:00:00Z,034459,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,1483TH,level,Stage,mASD,1.639
2023-10-20T00:00:00Z,2265,level,Stage,mASD,1.066
2023-10-20T00:00:00Z,036704,rainfall,Tipping Bucket Raingauge,mm,2.2
2023-10-20T00:00:00Z,2833,level,Stage,mASD,3.310
2023-10-20T00:00:00Z,1774,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,2201TH,level,Stage,mASD,0.201
2023-10-20T00:00:00Z,4063TH,level,Stage,mASD,0.890
2023-10-20T00:00:00Z,4173TH,level,Stage,mASD,0.000
2023-10-20T00:00:00Z,2901TH,level,Stage,mASD,0.185
2023-10-20T00:00:00Z,055031_TG_329,level,Stage,mASD,0.115
2023-10-20T00:00:00Z,602253,rainfall,Tipping Bucket Raingauge,mm,0.1
2023-10-20T00:00:00Z,2180TH,level,Downstream Stage,mASD,1.337
2023-10-20T00:00:00Z,4196,level,Stage,mASD,1.026
2023-10-20T00:00:00Z,E11723,level,Stage,mASD,0.127
2023-10-20T00:00:00Z,E21034,level,Stage,mASD,0.214
2023-10-20T00:00:00Z,2634,level,Stage,mASD,1.557
2023-10-20T00:00:00Z,5544TH,level,Stage,mAOD,-0.579
2023-10-20T00:00:00Z,2001TH,level,Downstream Stage,mASD,2.703
2023-10-20T00:00:00Z,4031,level,Stage,mASD,0.368
2023-10-20T00:00:00Z,3115TH,level,Stage,mASD,0.644
2023-10-20T00:00:00Z,0903TH,level,Stage,mASD,0.067
2023-10-20T00:00:00Z,1491TH,level,Stage,mASD,1.723
2023-10-20T00:00:00Z,592158,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,3588,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,586056,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,5563TH,level,1,mASD,-0.778
2023-10-20T00:00:00Z,E44111,rainfall,Tipping Bucket Raingauge,mm,2.290
2023-10-20T00:00:00Z,E714,level,Stage,mASD,0.308
2023-10-20T00:00:00Z,3101SE,level,Stage,mASD,0.819
2023-10-20T00:00:00Z,4066,level,Stage,mASD,0.605
2023-10-20T00:00:00Z,E8266,level,Stage,mASD,0.170
2023-10-20T00:00:00Z,1930,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E72039,level,Tidal Level,mAOD,0.678
2023-10-20T00:00:00Z,1414TH,level,Downstream Stage,mASD,1.246
2023-10-20T00:00:00Z,1819,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,4187,level,Stage,mASD,0.101|0.098
2023-10-20T00:00:00Z,1090_w1TH,level,Stage,mASD,3.675
2023-10-20T00:00:00Z,4060,level,Stage,mASD,0.342
2023-10-20T00:00:00Z,E7420,rainfall,Tipping Bucket Raingauge,mm,0.3
2023-10-20T00:00:00Z,256345TP,rainfall,Tipping Bucket Raingauge,mm,0.1
2023-10-20T00:00:00Z,4319TH,level,Stage,mASD,0.499
2023-10-20T00:00:00Z,077336,rainfall,Tipping Bucket Raingauge,mm,1.0
2023-10-20T00:00:00Z,4091,level,Stage,mASD,1.145
2023-10-20T00:00:00Z,0925SE,rainfall,Tipping Bucket Raingauge,mm,0.6
2023-10-20T00:00:00Z,4202,level,Stage,mASD,1.038
2023-10-20T00:00:00Z,588886,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,263541TP,rainfall,Tipping Bucket Raingauge,mm,0.5
2023-10-20T00:00:00Z,2002TH,level,Downstream Stage,mASD,2.375
2023-10-20T00:00:00Z,E6621,level,Stage,mASD,0.612
2023-10-20T00:00:00Z,E24935,rainfall,Tipping Bucket Raingauge,mm,0.000
2023-10-20T00:00:00Z,2904TH,level,Stage,mASD,0.163
2023-10-20T00:00:00Z,4369TH,level,Stage,mASD,0.272
2023-10-20T00:00:00Z,4878,level,Stage,mASD,1.106
2023-10-20T00:00:00Z,E911,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,2650,level,Stage,mASD,0.536
2023-10-20T00:00:00Z,E14741,level,Stage,mASD,0.305
2023-10-20T00:00:00Z,2662,level,Stage,mASD,0.145
2023-10-20T00:00:00Z,E11191,rainfall,Tipping Bucket Raingauge,mm,1.4
2023-10-20T00:00:00Z,2170,level,Stage,mASD,1.318
2023-10-20T00:00:00Z,055816_TG_319,level,Stage,mASD,2.207
2023-10-20T00:00:00Z,4003,level,Stage,mASD,0.775
2023-10-20T00:00:00Z,1635TH,level,Stage,mASD,1.345
2023-10-20T00:00:00Z,031555,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,2012,level,Stage,mASD,1.804
2023-10-20T00:00:00Z,E14440,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,5470TH,level,Stage,mASD,0.257
2023-10-20T00:00:00Z,2607TH,level,Stage,mASD,0.296
2023-10-20T00:00:00Z,605936,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,240662TP,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,1415TH,level,Downstream Stage,mASD,1.611
2023-10-20T00:00:00Z,4101,level,Stage,mASD,0.560
2023-10-20T00:00:00Z,038476,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,4045TH,level,Stage,mASD,1.553
2023-10-20T00:00:00Z,E23470,rainfall,Tipping Bucket Raingauge,mm,0.000
2023-10-20T00:00:00Z,291241TP,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,2150TH,level,Stage,mASD,0.186
2023-10-20T00:00:00Z,2406TH,level,Stage,mASD,0.455
2023-10-20T00:00:00Z,4314TH,level,Stage,mASD,1.242
2023-10-20T00:00:00Z,3210TH,level,Stage,mASD,1.031
2023-10-20T00:00:00Z,4615TH,level,Height,mASD,0.000
2023-10-20T00:00:00Z,2277,level,Stage,mASD,0.120
2023-10-20T00:00:00Z,E72439,level,Tidal Level,mAOD,-0.315
2023-10-20T00:00:00Z,0390TH,level,Stage,mASD,2.391
2023-10-20T00:00:00Z,1437TH,level,Downstream Stage,mASD,-0.234
2023-10-20T00:00:00Z,2227,level,Stage,mASD,0.528
2023-10-20T00:00:00Z,559586,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,288092TP,rainfall,Tipping Bucket Raingauge,mm,5.5
2023-10-20T00:00:00Z,2881TH,level,Stage,mASD,0.703
2023-10-20T00:00:00Z,2625,level,Stage,mASD,1.823
2023-10-20T00:00:00Z,2892TH,level,Downstream Stage,mASD,0.655
2023-10-20T00:00:00Z,265415TP,rainfall,Tipping Bucket Raingauge,mm,1.0
2023-10-20T00:00:00Z,1501TH,level,Stage,mASD,0.025
2023-10-20T00:00:00Z,E1742,level,Stage,mASD,0.156
2023-10-20T00:00:00Z,E2040,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,026958,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,2279TH,level,Stage,mASD,0.530
2023-10-20T00:00:00Z,2453TH,level,Stage,mASD,0.756
2023-10-20T00:00:00Z,E70339,level,Tidal Level,mAOD,1.324
2023-10-20T00:00:00Z,570231,rainfall,Tipping Bucket Raingauge,mm,1.9
2023-10-20T00:00:00Z,017651,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,4085,level,Stage,mASD,0.924
2023-10-20T00:00:00Z,4378TH,level,Stage,mASD,0.548
2023-10-20T00:00:00Z,E21163,level,Stage,mASD,0.419
2023-10-20T00:00:00Z,4192TH,level,Stage,mASD,1.210
2023-10-20T00:00:00Z,2644,level,Stage,mASD,0.870
2023-10-20T00:00:00Z,E14811,level,Stage,mASD,0.113
2023-10-20T00:00:00Z,E42981,rainfall,Tipping Bucket Raingauge,mm,0.000
2023-10-20T00:00:00Z,4117,level,Stage,mASD,0.816
2023-10-20T00:00:00Z,E47050,level,Stage,mASD,0.986
2023-10-20T00:00:00Z,E7295,rainfall,Tipping Bucket Raingauge,mm,1.0
2023-10-20T00:00:00Z,2131,level,Stage,mASD,0.741
2023-10-20T00:00:00Z,2098,level,Stage,mASD,2.474
2023-10-20T00:00:00Z,3870TH,level,Stage,mASD,0.408
2023-10-20T00:00:00Z,E4530,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,E11080,rainfall,Tipping Bucket Raingauge,mm,3.0
2023-10-20T00:00:00Z,5303TH,level,Stage,mASD,0.140
2023-10-20T00:00:00Z,4690TH,level,Stage,mASD,0.285
2023-10-20T00:00:00Z,E1110,level,Stage,mASD,0.992
2023-10-20T00:00:00Z,1201TH,level,Downstream Stage,mASD,2.192
2023-10-20T00:00:00Z,3380,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,E1300,rainfall,Tipping Bucket Raingauge,mm,0.7
2023-10-20T00:00:00Z,2088,level,Downstream Stage,mASD,0.588
2023-10-20T00:00:00Z,4161,level,Stage,mASD,1.538|1.230
2023-10-20T00:00:00Z,4151TH,level,Stage,mASD,0.042
2023-10-20T00:00:00Z,3892TH,level,Stage,mASD,0.379
2023-10-20T00:00:00Z,E11120,rainfall,Tipping Bucket Raingauge,mm,2.0
2023-10-20T00:00:00Z,3775,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,3057,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,E37241,rainfall,Tipping Bucket Raingauge,mm,0.400
2023-10-20T00:00:00Z,551440,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,000076TP,rainfall,Tipping Bucket Raingauge,mm,1.2
2023-10-20T00:00:00Z,085322,rainfall,Tipping Bucket Raingauge,mm,0.6
2023-10-20T00:00:00Z,2140TH,level,Downstream Stage,mASD,0.182
2023-10-20T00:00:00Z,4259,level,Stage,mASD,0.367
2023-10-20T00:00:00Z,5484TH,level,Stage,mASD,2.962
2023-10-20T00:00:00Z,2611,level,Stage,mASD,0.848
2023-10-20T00:00:00Z,E6520,level,Stage,mASD,0.588
2023-10-20T00:00:00Z,4142,level,Stage,mASD,0.526
2023-10-20T00:00:00Z,E6270,rainfall,Tipping Bucket Raingauge,mm,0.4
2023-10-20T00:00:00Z,055027_TG_328,level,Stage,mASD,0.181
2023-10-20T00:00:00Z,2018,level,Stage,mASD,0.789
2023-10-20T00:00:00Z,5420TH,level,Stage,mASD,0.152
2023-10-20T00:00:00Z,E21862,level,Stage,mASD,0.374
2023-10-20T00:00:00Z,2602TH,level,Stage,mASD,0.288
2023-10-20T00:00:00Z,2830TH,level,Stage,mASD,0.232
2023-10-20T00:00:00Z,E1141,level,Stage,mASD,0.404
2023-10-20T00:00:00Z,E1594,level,Stage,mASD,0.776
2023-10-20T00:00:00Z,4040,level,Stage,mASD,0.263
2023-10-20T00:00:00Z,588006,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E12412,level,Stage,mASD,1.678
2023-10-20T00:00:00Z,2894TH,level,Stage,mASD,0.649
2023-10-20T00:00:00Z,2139,level,Stage,mASD,0.387
2023-10-20T00:00:00Z,3779,rainfall,Tipping Bucket Raingauge,mm,1.0
2023-10-20T00:00:00Z,585512,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,035103,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,4148,level,Stage,mASD,0.461
2023-10-20T00:00:00Z,2619,level,Stage,mASD,1.850
2023-10-20T00:00:00Z,1792,rainfall,Tipping Bucket Raingauge,mm,0.2
2023-10-20T00:00:00Z,1771,rainfall,Tipping Bucket Raingauge,mm,0.0
2023-10-20T00:00:00Z,E651,level,Stage,mASD,0.434
2023-10-20T00:00:00Z,4310TH,level,Height,m,0.233
2023-10-20T00:00:00Z,E3281,rainfall,Tipping Bucket Raingauge,mm,0.1
2023-10-20T00:00:00Z,2895TH,level,Downstream Stage,mASD,-0.083
2023-10-20T00:00:00Z,E9140,level,Stage,mASD,0.804
2023-10-20T00:00:00Z,2880TH,level,Stage,mASD,0.971
2023-10-20T00:00:00Z,E24506,rainfall,Tipping Bucket Raingauge,mm,2.390
2023-10-20T00:00:00Z,055040,level,Stage,mASD,1.196
2023-10-20T00:00:00Z,2898TH,level,Stage,mASD,1.333
2023-10-20T00:00:00Z,E73439,level,Tidal Level,mAOD,2.528
2023-10-20T00:00:00Z,0901TH,level,Downstream Stage,mASD,2.213
2023-10-20T00:00:00Z,E37291,rainfall,Tipping Bucket Raingauge,mm,0.200
2023-10-20T00:00:00Z,1984TH,level,Downstream Stage,mASD,0.460
2023-10-20T00:00:00Z,4015,level,Stage,mASD,1.453
2023-10-20T00:00:00Z,E8020,rainfall,Water,mm,0.8
2023-10-20T00:00:00Z,E70639,level,Tidal Level,mAOD,1.270
2023-10-20T00:00:00Z,E1662,level,Stage,mASD,0.534
2023-10-20T00:00:00Z,3269TH,level,Stage,mASD,0.909
